"species","pN_pS","Pin","Pis","Nw_sum","Sw_sum","dN_dS","dN","dS","Nw_sum.1","Sw_sum.1","taille_pop","branch_length"
"Canis_lupus",0.104073,5694.65,19378.8,0.002117,0.00074975,0.667649,131,69,215.96,75.9451,1000,0.101852
"Pteronotus_parnellii",0.392484,5741.37,5225.26,0.00211225,0.0007545,0.767792,65,30,79.8795,28.3066,500,0.0379412
"Desmodus_rotundus",0.165156,3517.35,7445.6,0.00212525,0.000743,1.36095,35,9,47.7032,16.6941,500,0.0236955
"Phyllostomus_discolor",0.125654,750.114,2095.49,0.0021245,0.00074575,0.663334,17,9,21.3321,7.49134,100,0.0105002
"Phyllostomus_hastatus",Inf,338.27,0,0.00212625,0.000746,0.892605,28,11,19.4345,6.81503,100,0.00928619
"Artibeus_jamaicensis",0.646975,3632.77,1946.85,0.0021285,0.000738,0.916412,29,11,39.705,13.8016,250,0.0190481
"Sturnira_hondurensis",0.0767233,1906.29,8625.16,0.0021245,0.0007375,0.531421,26,17,42.5508,14.785,250,0.0201251
"Molossus_molossus",0.232361,7520.6,11289.1,0.00212375,0.00074075,0.679054,66,34,100.622,35.1993,1000,0.0474196
"Miniopterus_natalensis",0.398568,22227.4,19829.7,0.002117,0.00075275,0.692444,55,28,98.3291,34.6627,2500,0.0463988
"Eptesicus_fuscus",0.326344,9754.82,10499.5,0.00212025,0.00074475,0.5609,24,15,21.6736,7.59796,1000,0.0105823
"Pipistrellus_kuhlii",1.23158,560.779,159.996,0.00212375,0.00074625,0.68883,86,44,79.2534,27.9309,100,0.0381086
"Myotis_brandtii",0.33996,21533.4,22152.9,0.002123,0.0007425,Inf,2,0,4.96314,1.73353,5000,0.00352876
"Myotis_lucifugus",0.27972,9148.63,11433.6,0.00212325,0.00074225,0.873887,10,4,9.3744,3.27687,1000,0.00485649
"Myotis_davidii",0.600366,2964.13,1720.62,0.00212625,0.000741,1.74559,15,3,20.2519,7.07034,500,0.00980151
"Myotis_myotis",0.183721,2145.53,4071.49,0.00212325,0.00074025,1.13577,13,4,12.7652,4.461,250,0.0061503
"Hipposideros_armiger",0.338426,45132.5,46497.3,0.002126,0.00074125,0.43832,20,16,69.8978,24.5101,5000,0.0332282
"Rhinolophus_ferrumequinum",0.361508,48333.5,46973,0.0021205,0.000745,0.912923,13,5,25.5249,8.96242,5000,0.0122756
"Rhinolophus_sinicus",0.47521,50193.6,37040.5,0.002123,0.0007445,0.643138,22,12,27.2249,9.55056,5000,0.0132901
"Rousettus_aegyptiacus",0.344653,5349.64,5494.37,0.00211525,0.00074875,0.547776,31,20,45.2321,15.9852,500,0.0218276
"Pteropus_alecto",0.298011,18851.5,22228,0.00211875,0.0007445,Inf,3,0,3.29368,1.15848,2500,0.00268413
"Pteropus_giganteus",0.269754,17928.1,23417.1,0.00211725,0.000746,1.0559,3,1,1.23067,0.433156,2500,0.00140844
"Pteropus_vampyrus",0.317244,21079.8,23390.9,0.00211775,0.0007455,0.704386,4,2,1.58819,0.55935,2500,0.0014088
