"species","pN_pS","Pin","Pis","Nw_sum","Sw_sum","dN_dS","dN","dS","Nw_sum.1","Sw_sum.1","taille_pop","branch_length"
"Canis_lupus",0.431649,8406.48,6860.69,0.00212475,0.0007485,0.59469,139,82,216.399,75.9178,1000,0.101852
"Pteronotus_parnellii",0.588384,8210.05,4899.59,0.00212525,0.00074625,0.690461,55,28,78.5454,27.6093,500,0.0379412
"Desmodus_rotundus",0.238477,6208.89,9148.14,0.00212525,0.00074675,0.788513,45,20,50.1589,17.5782,500,0.0236955
"Phyllostomus_discolor",0.290137,1287.33,1560.34,0.002127,0.000748,0.703382,14,7,22.0864,7.76757,100,0.0105002
"Phyllostomus_hastatus",0.123835,1226.68,3490.4,0.00212425,0.0007485,3.52738,20,2,18.5552,6.54513,100,0.00928619
"Artibeus_jamaicensis",0.364551,5165.39,4938.1,0.0021305,0.0007425,0.698519,30,15,38.9726,13.6115,250,0.0190481
"Sturnira_hondurensis",0.250354,4433.59,6200.55,0.0021285,0.00074525,0.91086,26,10,41.8437,14.6591,250,0.0201251
"Molossus_molossus",0.300171,10053,11783.4,0.002121,0.00074625,0.801546,75,33,99.9356,35.2453,1000,0.0474196
"Miniopterus_natalensis",0.297057,25153.7,30326.8,0.00211225,0.0007565,0.645871,65,36,94.4759,33.7953,2500,0.0463988
"Eptesicus_fuscus",0.256968,8641.01,12003,0.00211025,0.00075325,0.595736,25,15,21.8574,7.81273,1000,0.0105823
"Pipistrellus_kuhlii",1.4336,941.663,234.572,0.00211275,0.0007545,0.827726,81,35,79.786,28.5362,100,0.0381086
"Myotis_brandtii",0.461855,22304,17422.3,0.002108,0.0007605,0,0,2,2.75904,0.995495,5000,0.00352876
"Myotis_lucifugus",0.176036,8539.83,17466.1,0.0021095,0.0007595,0.300183,5,6,9.57793,3.45015,1000,0.00485649
"Myotis_davidii",0.462451,5666.26,4413.92,0.002109,0.00075975,1.3694,19,5,20.4112,7.35555,500,0.00980151
"Myotis_myotis",0.592336,3144.57,1912.61,0.0021095,0.00076,1.17198,13,4,12.5249,4.5166,250,0.0061503
"Hipposideros_armiger",0.335136,46269.3,48802.1,0.00212175,0.00075,0.881295,25,10,69.1821,24.388,5000,0.0332282
"Rhinolophus_ferrumequinum",0.3282,35458.4,38389.5,0.00211775,0.0007525,1.13366,16,5,25.9639,9.19815,5000,0.0122756
"Rhinolophus_sinicus",0.663781,51096.2,27282.3,0.00211825,0.00075075,0.70879,18,9,25.1424,8.91034,5000,0.0132901
"Rousettus_aegyptiacus",0.283226,3343.93,4171.94,0.00211825,0.0007485,0.945757,43,16,45.112,15.8754,500,0.0218276
"Pteropus_alecto",0.245646,22553.3,32561.7,0.00211825,0.00075125,1.41529,8,2,5.65204,1.99982,2500,0.00268413
"Pteropus_giganteus",0.22799,23332.2,36324.3,0.00211725,0.0007515,Inf,3,0,2.18395,0.774245,2500,0.00140844
"Pteropus_vampyrus",0.252171,22173.9,31175.2,0.00211825,0.000751,0.177265,1,2,2.81305,0.997314,2500,0.0014088
