"species","pN_pS","Pin","Pis","Nw_sum","Sw_sum","dN_dS","dN","dS","Nw_sum.1","Sw_sum.1","taille_pop","branch_length"
"Canis_lupus",1.00356,12214.3,4340.9,0.00211125,0.000753,0.58198,128,78,212.672,75.4229,1000,0.101852
"Pteronotus_parnellii",0.326039,4782.47,5191.02,0.00212,0.00075025,0.663515,60,32,79.1645,28.0143,500,0.0379412
"Desmodus_rotundus",0.0912044,3069.36,11909.3,0.0021215,0.00075075,0.487282,33,24,50.0597,17.7405,500,0.0236955
"Phyllostomus_discolor",0.699719,750.534,380.641,0.0021205,0.0007525,0.887975,30,12,22.0527,7.83289,100,0.0105002
"Phyllostomus_hastatus",0.0635758,322.662,1808.05,0.0021165,0.000754,1.01508,20,7,18.6818,6.63724,100,0.00928619
"Artibeus_jamaicensis",0.510924,4509.91,3143.34,0.00211875,0.0007545,0.467282,25,19,39.3571,13.9771,250,0.0190481
"Sturnira_hondurensis",0.444636,1623.49,1292.39,0.00212175,0.000751,0.484668,26,19,42.4197,15.0242,250,0.0201251
"Molossus_molossus",0.469897,13107.6,9890.84,0.002118,0.000751,0.763561,67,31,97.201,34.3401,1000,0.0474196
"Miniopterus_natalensis",0.297518,19829.1,23919.6,0.00211275,0.00075825,0.880629,69,28,96.5941,34.5185,2500,0.0463988
"Eptesicus_fuscus",0.289414,10017.2,12357.3,0.002114,0.00075475,0.606362,17,10,21.2298,7.57232,1000,0.0105823
"Pipistrellus_kuhlii",1.03598,766.324,267.194,0.00211025,0.00076225,0.809779,79,35,80.4184,28.8511,100,0.0381086
"Myotis_brandtii",0.350359,17895.2,18320.2,0.002114,0.00075825,Inf,1,0,3.88673,1.39442,5000,0.00352876
"Myotis_lucifugus",0.216236,6241.63,10357.9,0.00211375,0.0007585,0.358702,4,4,8.59639,3.08355,1000,0.00485649
"Myotis_davidii",0.115514,2484.31,7720.91,0.0021135,0.00075875,0.609985,17,10,19.9783,7.16852,500,0.00980151
"Myotis_myotis",0.552212,3029.74,1966.8,0.0021145,0.000758,0.478082,8,6,12.1717,4.3643,250,0.0061503
"Hipposideros_armiger",0.305746,43073.2,50153.2,0.00211375,0.0007525,0.955629,35,13,68.5015,24.3144,5000,0.0332282
"Rhinolophus_ferrumequinum",0.247366,38832.7,55353,0.00211925,0.00074725,0.544914,20,13,25.6206,9.07465,5000,0.0122756
"Rhinolophus_sinicus",0.32559,47654.8,51959.2,0.0021155,0.000751,0.384042,13,12,26.5305,9.4051,5000,0.0132901
"Rousettus_aegyptiacus",0.346428,3729.03,3809.9,0.002119,0.00075,0.620097,35,20,45.9663,16.2877,500,0.0218276
"Pteropus_alecto",0.282192,21515.8,27229.2,0.002112,0.00075425,0.475369,4,3,4.91833,1.75351,2500,0.00268413
"Pteropus_giganteus",0.307027,25114.6,29134.5,0.00211275,0.0007525,0.178225,1,2,2.88779,1.02935,2500,0.00140844
"Pteropus_vampyrus",0.324964,23556,25934.6,0.00211025,0.000755,0.357162,3,3,2.35222,0.840122,2500,0.0014088
