"species","pN_pS","Pin","Pis","Nw_sum","Sw_sum","dN_dS","dN","dS","Nw_sum.1","Sw_sum.1","taille_pop","branch_length"
"Canis_lupus",0.267724,7899.52,10307.4,0.0021255,0.0007425,0.641158,156,84,216.736,74.8257,1000,0.101852
"Pteronotus_parnellii",0.243536,5143.67,7250.82,0.0021315,0.00073175,0.470782,51,37,80.5241,27.5028,500,0.0379412
"Desmodus_rotundus",0.549182,7236.1,4515.64,0.00213225,0.00073075,0.576814,27,16,48.919,16.7213,500,0.0236955
"Phyllostomus_discolor",0.583017,2890.58,1727.35,0.002124,0.00074,1.17836,17,5,22.054,7.6434,100,0.0105002
"Phyllostomus_hastatus",0.009356,42.1664,1565.68,0.00212725,0.000739,0.606961,14,8,18.4288,6.39176,100,0.00928619
"Artibeus_jamaicensis",11.8029,4386.93,128.518,0.00213,0.0007365,0.466169,27,20,39.3719,13.5955,250,0.0190481
"Sturnira_hondurensis",0.299118,2329.73,2713.61,0.00212325,0.00073975,0.599849,26,15,42.4654,14.6959,250,0.0201251
"Molossus_molossus",0.1641,5545.41,11644.9,0.00213075,0.00073425,0.85571,77,31,100.678,34.6844,1000,0.0474196
"Miniopterus_natalensis",0.270162,21161.5,27109.6,0.002128,0.0007365,0.810789,68,29,98.7028,34.1292,2500,0.0463988
"Eptesicus_fuscus",0.378364,7912.71,7217.03,0.002132,0.00073575,0.287182,15,18,21.2099,7.30932,1000,0.0105823
"Pipistrellus_kuhlii",0.236599,167.226,242.687,0.00213475,0.000733,1.0715,84,27,81.0795,27.9246,100,0.0381086
"Myotis_brandtii",0.378509,24076.4,21911.3,0.00213225,0.0007345,0.172288,1,2,3.35563,1.15627,5000,0.00352876
"Myotis_lucifugus",0.413209,10872.7,9078.64,0.002131,0.00073525,0.206999,3,5,8.37927,2.89083,1000,0.00485649
"Myotis_davidii",1.37366,6637.61,1666.21,0.00213225,0.00073525,0.469367,15,11,20.0784,6.91104,500,0.00980151
"Myotis_myotis",0.12705,1508.81,4090.78,0.002133,0.00073475,0.373752,13,12,11.7105,4.04014,250,0.0061503
"Hipposideros_armiger",0.335919,43359.3,44959,0.00212525,0.00074025,0.862575,25,10,70.2458,24.2369,5000,0.0332282
"Rhinolophus_ferrumequinum",0.270706,43982.9,56206.6,0.00212825,0.00073625,2.068,12,2,24.5473,8.46063,5000,0.0122756
"Rhinolophus_sinicus",0.338123,36233,37104.1,0.0021285,0.000737,0.862482,15,6,26.9123,9.28455,5000,0.0132901
"Rousettus_aegyptiacus",0.388256,4562.99,4072.75,0.002126,0.00073675,0.712059,37,18,45.3287,15.7022,500,0.0218276
"Pteropus_alecto",0.345207,21003.2,21162.2,0.0021225,0.00073825,0,0,2,5.5603,1.93487,2500,0.00268413
"Pteropus_giganteus",0.243236,19521.3,27902.2,0.00212275,0.000738,Inf,1,0,1.81495,0.63099,2500,0.00140844
"Pteropus_vampyrus",0.242108,19149.2,27491.4,0.00212325,0.000738,0.347662,1,1,2.12487,0.738738,2500,0.0014088
