"species","pN_pS","Pin","Pis","Nw_sum","Sw_sum","dN_dS","dN","dS","Nw_sum.1","Sw_sum.1","taille_pop","branch_length"
"Canis_lupus",0.245066,5595.4,7881.39,0.00213725,0.00073775,0.803066,167,71,217.717,74.3337,1000,0.101852
"Pteronotus_parnellii",0.263563,3369.97,4420.97,0.00213225,0.00073725,0.791266,62,27,80.3189,27.6766,500,0.0379412
"Desmodus_rotundus",0.14082,3882.13,9470.37,0.00213375,0.000733,0.665904,31,16,50.4811,17.35,500,0.0236955
"Phyllostomus_discolor",0.532724,1080.78,702.258,0.00213275,0.00073825,0.431696,15,12,21.5,7.42518,100,0.0105002
"Phyllostomus_hastatus",Inf,1491.05,0,0.00213525,0.000731,0.729674,17,8,17.9209,6.1536,100,0.00928619
"Artibeus_jamaicensis",0.96177,5231.7,1859.96,0.0021335,0.0007295,0.835092,39,16,38.8912,13.3242,250,0.0190481
"Sturnira_hondurensis",0.262366,1603.08,2104.02,0.002133,0.0007345,0.811455,33,14,42.5193,14.6374,250,0.0201251
"Molossus_molossus",0.247904,9200.8,12652.2,0.00213775,0.00072875,0.685812,68,34,100.834,34.5767,1000,0.0474196
"Miniopterus_natalensis",0.23045,19713.2,29150.5,0.00213925,0.000729,0.48752,37,26,97.2022,33.2997,2500,0.0463988
"Eptesicus_fuscus",0.368092,10244.3,9589.58,0.00212875,0.0007335,0.492248,20,14,21.9531,7.56445,1000,0.0105823
"Pipistrellus_kuhlii",0.0778438,334.788,1491.39,0.00212675,0.0007375,0.721956,90,43,80.6946,27.8343,100,0.0381086
"Myotis_brandtii",0.37427,22296.6,20623.6,0.00212675,0.00073625,Inf,1,0,5.0495,1.74786,5000,0.00352876
"Myotis_lucifugus",0.518887,9267.6,6183.06,0.00212675,0.00073625,1.03775,6,2,10.0384,3.47243,1000,0.00485649
"Myotis_davidii",0.389967,7532.61,6737.4,0.002123,0.0007405,1.04337,12,4,19.5101,6.78543,500,0.00980151
"Myotis_myotis",0.140974,2469.19,6078.09,0.00212525,0.0007375,0.832093,12,5,11.5609,4.00823,250,0.0061503
"Hipposideros_armiger",0.384856,41469.4,37151,0.00213325,0.0007355,1.14291,30,9,70.6797,24.2342,5000,0.0332282
"Rhinolophus_ferrumequinum",0.366388,47252,44348.9,0.00213375,0.00073375,0.756025,11,5,25.7388,8.84508,5000,0.0122756
"Rhinolophus_sinicus",0.399637,47405.1,40910.8,0.00213475,0.00073625,0.535554,14,9,25.0447,8.62252,5000,0.0132901
"Rousettus_aegyptiacus",0.746169,5364.77,2468.11,0.002136,0.00073325,0.456445,32,24,46.3335,15.8615,500,0.0218276
"Pteropus_alecto",0.274284,24404.2,30469.8,0.0021375,0.000732,Inf,2,0,5.54868,1.90105,2500,0.00268413
"Pteropus_giganteus",0.190435,21308.9,38433.6,0.00213625,0.00073375,Inf,2,0,2.84998,0.978374,2500,0.00140844
"Pteropus_vampyrus",0.257028,24167.6,32296,0.00213625,0.00073375,Inf,1,0,1.55964,0.535273,2500,0.0014088
