"species","pN_pS","Pin","Pis","Nw_sum","Sw_sum","dN_dS","dN","dS","Nw_sum.1","Sw_sum.1","taille_pop","branch_length"
"Canis_lupus",0.590408,13793,8321,0.0021155,0.0007535,0.777073,151,69,215.053,76.3625,1000,0.101852
"Pteronotus_parnellii",0.385913,6614.14,6011.17,0.002117,0.0007425,0.496243,51,36,79.6068,27.8854,500,0.0379412
"Desmodus_rotundus",0.496972,4259.82,3011.57,0.002119,0.0007445,0.971623,47,17,49.2251,17.2996,500,0.0236955
"Phyllostomus_discolor",0.237099,1363.97,2020.52,0.002119,0.00074425,1.05499,15,5,21.969,7.72569,100,0.0105002
"Phyllostomus_hastatus",1.0767,954.869,311.234,0.00212,0.000744,1.23003,21,6,18.8173,6.61306,100,0.00928619
"Artibeus_jamaicensis",1.34926,1221.67,317.037,0.00212125,0.00074275,0.901735,36,14,40.0954,14.0605,250,0.0190481
"Sturnira_hondurensis",19.7243,904.547,16.1182,0.00211825,0.0007445,0.551341,33,21,41.0322,14.3963,250,0.0201251
"Molossus_molossus",0.337978,7774.78,8076.84,0.002119,0.000744,1.08252,71,23,97.5518,34.2092,1000,0.0474196
"Miniopterus_natalensis",0.379873,23545.7,21761,0.00211775,0.0007435,0.843658,65,27,97.8348,34.2855,2500,0.0463988
"Eptesicus_fuscus",0.355306,9076.19,8972.32,0.0021175,0.00074375,0.967659,22,8,21.7054,7.63763,1000,0.0105823
"Pipistrellus_kuhlii",0.222098,1612.44,2572.43,0.00211175,0.00074825,1.24384,74,21,78.4283,27.6838,100,0.0381086
"Myotis_brandtii",0.511599,23228.4,15964.9,0.00211875,0.000745,Inf,2,0,0.150412,0.0529048,5000,0.00352876
"Myotis_lucifugus",0.274578,7746.32,9911.7,0.0021205,0.000745,Inf,7,0,8.63339,3.03438,1000,0.00485649
"Myotis_davidii",0.254271,3095.74,4285.87,0.00211775,0.0007455,0.528902,15,10,20.2158,7.12812,500,0.00980151
"Myotis_myotis",0.142709,3873.85,9564.79,0.00211575,0.0007455,2.11219,6,1,12.7536,4.48967,250,0.0061503
"Hipposideros_armiger",0.334278,40791.5,43059.6,0.00211625,0.00074675,0.611187,33,19,66.1505,23.2781,5000,0.0332282
"Rhinolophus_ferrumequinum",0.346641,43353.9,43777,0.002122,0.00074275,0.485216,18,13,25.4701,8.92558,5000,0.0122756
"Rhinolophus_sinicus",0.345606,40828.3,41481,0.002121,0.00074475,0.451371,18,14,25.3923,8.91438,5000,0.0132901
"Rousettus_aegyptiacus",0.188798,3636.63,6786.47,0.0021195,0.00074675,0.766902,37,17,46.0936,16.2415,500,0.0218276
"Pteropus_alecto",0.190818,16180.2,29916.6,0.00211725,0.000747,0.35263,3,3,5.60717,1.97726,2500,0.00268413
"Pteropus_giganteus",0.183821,12160,23349.9,0.002117,0.00074725,0.176328,1,2,2.90945,1.02603,2500,0.00140844
"Pteropus_vampyrus",0.472065,27526.5,20561.3,0.00211775,0.00074675,0,0,2,1.74906,0.616816,2500,0.0014088
