"species","pN_pS","Pin","Pis","Nw_sum","Sw_sum","dN_dS","dN","dS","Nw_sum.1","Sw_sum.1","taille_pop","branch_length"
"Canis_lupus",0.243024,8064.97,11669.9,0.00212425,0.000747,0.799634,134,59,214.954,75.6805,1000,0.101852
"Pteronotus_parnellii",0.446618,8615.57,6666.69,0.00213475,0.00073775,0.803127,51,22,80.0834,27.7446,500,0.0379412
"Desmodus_rotundus",0.324877,9201.72,10031,0.00212125,0.00075125,1.19221,44,13,49.7305,17.5173,500,0.0236955
"Phyllostomus_discolor",0.262673,1059.73,1415.53,0.00212475,0.0007455,0.830557,26,11,20.0555,7.0473,100,0.0105002
"Phyllostomus_hastatus",1.17078,1026.3,309.156,0.00212375,0.000749,1.19756,17,5,18.3372,6.45879,100,0.00928619
"Artibeus_jamaicensis",0.20771,2666.43,4501.95,0.0021265,0.00074575,0.977096,39,14,40.3186,14.1419,250,0.0190481
"Sturnira_hondurensis",0.200306,2213.75,3882.98,0.002124,0.00074625,1.05365,39,13,42.6494,14.9792,250,0.0201251
"Molossus_molossus",0.206101,8696.53,14664.4,0.00213,0.00074025,0.850086,71,29,99.176,34.4357,1000,0.0474196
"Miniopterus_natalensis",0.308159,21965.4,24963.7,0.0021265,0.00074475,0.629578,58,32,97.8666,33.9943,2500,0.0463988
"Eptesicus_fuscus",0.337831,10241.7,10509.2,0.00212675,0.00073725,0.723641,23,11,22.2202,7.69017,1000,0.0105823
"Pipistrellus_kuhlii",0.623062,1203.05,669.653,0.0021265,0.0007375,0.887699,74,29,79.3274,27.5966,100,0.0381086
"Myotis_brandtii",0.286644,17200.1,20862.1,0.002127,0.0007395,NA,NA,NA,NA,NA,5000,0.00352876
"Myotis_lucifugus",0.265642,9406.2,12319.3,0.00212625,0.00073975,1.73921,5,1,9.91243,3.44797,1000,0.00485649
"Myotis_davidii",0.255926,3934.77,5356.1,0.00212775,0.00074125,0.695929,14,7,18.7076,6.50958,500,0.00980151
"Myotis_myotis",0.817653,1752.58,744.783,0.0021275,0.00073925,0.625485,9,5,12.1931,4.23699,250,0.0061503
"Hipposideros_armiger",0.261127,42160.7,55535,0.0021325,0.0007335,0.660499,21,11,68.1517,23.5788,5000,0.0332282
"Rhinolophus_ferrumequinum",0.353018,41399.5,40666.1,0.00212825,0.000738,2.94096,17,2,24.785,8.57552,5000,0.0122756
"Rhinolophus_sinicus",0.279488,44474.8,55066,0.0021305,0.00073725,0.969326,14,5,28.0817,9.72155,5000,0.0132901
"Rousettus_aegyptiacus",0.411639,4987.97,4242.92,0.0021255,0.00074425,0.405992,29,25,45.8346,16.0418,500,0.0218276
"Pteropus_alecto",0.38062,22786.8,20960.7,0.002125,0.000744,0.349988,2,2,4.31524,1.51028,2500,0.00268413
"Pteropus_giganteus",0.270873,22001.5,28415.6,0.00212525,0.0007435,0.174954,1,2,2.74564,0.960722,2500,0.00140844
"Pteropus_vampyrus",0.245235,20206.2,28802.4,0.0021255,0.000743,0.699712,2,1,1.34739,0.471392,2500,0.0014088
