"species","pN_pS","Pin","Pis","Nw_sum","Sw_sum","dN_dS","dN","dS","Nw_sum.1","Sw_sum.1","taille_pop","branch_length"
"Canis_lupus",0.27871,9168.32,11896.5,0.0021105,0.00076325,0.478873,135,101,212.747,76.2203,1000,0.101852
"Pteronotus_parnellii",0.238507,3128.29,4722.68,0.00210725,0.00075875,0.655395,55,30,77.9532,27.8674,500,0.0379412
"Desmodus_rotundus",0.233701,3214.37,4937.98,0.00210575,0.000756,0.450497,29,23,49.051,17.5254,500,0.0236955
"Phyllostomus_discolor",0.786881,2250.49,1036.14,0.002104,0.00076225,1.2081,20,6,21.0328,7.62292,100,0.0105002
"Phyllostomus_hastatus",0.624966,2360.18,1377.93,0.00210075,0.0007665,2.05765,17,3,19.2924,7.00535,100,0.00928619
"Artibeus_jamaicensis",0.202488,2645.02,4706.95,0.0021015,0.00075725,0.816142,34,15,38.0896,13.7146,250,0.0190481
"Sturnira_hondurensis",0.569256,2683.13,1692.59,0.00210525,0.000756,1.2787,32,9,41.5414,14.9397,250,0.0201251
"Molossus_molossus",0.587711,10595.7,6387.75,0.0021175,0.00075025,0.500109,55,39,99.1973,35.1777,1000,0.0474196
"Miniopterus_natalensis",0.297726,17269,21086.4,0.00210225,0.00076425,0.613704,53,31,97.6741,35.061,2500,0.0463988
"Eptesicus_fuscus",0.482572,8679,6478.9,0.002109,0.00075975,0.451144,20,16,21.4643,7.74678,1000,0.0105823
"Pipistrellus_kuhlii",2.62987,836.561,116.123,0.00210175,0.00076725,0.926317,74,29,79.6946,28.9304,100,0.0381086
"Myotis_brandtii",0.421551,18111.2,15406.2,0.00210825,0.000756,Inf,1,0,2.9087,1.04328,5000,0.00352876
"Myotis_lucifugus",0.204863,6763.89,11810.4,0.00210925,0.0007545,1.79414,10,2,9.15237,3.28412,1000,0.00485649
"Myotis_davidii",0.432923,5209.27,4320.05,0.0021085,0.000757,1.07547,12,4,20.5039,7.35043,500,0.00980151
"Myotis_myotis",0.848751,4162.33,1760.88,0.00210825,0.000757,0.597848,10,6,12.5905,4.51632,250,0.0061503
"Hipposideros_armiger",0.320047,45328.1,50420.1,0.00211025,0.00075125,1.06364,30,10,69.478,24.6333,5000,0.0332282
"Rhinolophus_ferrumequinum",0.40966,52756.5,45376.1,0.0021165,0.00074575,0.274254,7,9,25.0823,8.84435,5000,0.0122756
"Rhinolophus_sinicus",0.390304,46252.8,41820.3,0.00211675,0.000747,0.529845,12,8,27.161,9.59408,5000,0.0132901
"Rousettus_aegyptiacus",0.766176,6019.96,2810.12,0.0021075,0.00075375,0.432382,28,23,45.8096,16.2702,500,0.0218276
"Pteropus_alecto",0.284691,24262.5,30012.1,0.00211625,0.00074525,0.0587537,1,6,5.01638,1.76839,2500,0.00268413
"Pteropus_giganteus",0.364211,19825.9,19137.2,0.002117,0.00074425,0.234399,2,3,2.96374,1.04205,2500,0.00140844
"Pteropus_vampyrus",0.444329,21548.3,17049.3,0.002117,0.00074425,0.351701,2,2,1.71889,0.604538,2500,0.0014088
