"species","pN_pS","Pin","Pis","Nw_sum","Sw_sum","dN_dS","dN","dS","Nw_sum.1","Sw_sum.1","taille_pop","branch_length"
"Canis_lupus",0.312723,8996.95,9909.63,0.0021295,0.0007335,0.651006,148,78,215.214,73.8396,1000,0.101852
"Pteronotus_parnellii",0.354832,2778.22,2705.13,0.00212375,0.00073375,0.65547,61,32,80.6591,27.7349,500,0.0379412
"Desmodus_rotundus",0.484823,8101.8,5741.84,0.00212675,0.00073075,0.565775,33,20,50.0919,17.1762,500,0.0236955
"Phyllostomus_discolor",Inf,1114.13,0,0.002131,0.0007305,0.753541,11,5,21.3868,7.32539,100,0.0105002
"Phyllostomus_hastatus",2.58462,916.739,121.84,0.00212875,0.00073125,1.259,11,3,18.6105,6.39018,100,0.00928619
"Artibeus_jamaicensis",0.142404,2133.79,5118.23,0.00213275,0.0007285,0.406813,25,21,39.788,13.5965,250,0.0190481
"Sturnira_hondurensis",0.0957266,543.752,1978.47,0.002126,0.0007405,0.831484,41,17,41.8666,14.434,250,0.0201251
"Molossus_molossus",0.283512,6675.76,8126.31,0.002129,0.00073475,0.887566,62,24,100.581,34.5569,1000,0.0474196
"Miniopterus_natalensis",0.272609,24159.1,30471.2,0.00212675,0.00073125,0.492386,50,35,91.5627,31.5589,2500,0.0463988
"Eptesicus_fuscus",0.20941,8679.29,14448.8,0.00212125,0.0007395,0.888451,23,9,20.9367,7.27874,1000,0.0105823
"Pipistrellus_kuhlii",0.107509,1139.72,3732.38,0.00211675,0.00074525,1.56022,98,22,80.2811,28.1187,100,0.0381086
"Myotis_brandtii",0.262308,14860.7,19521.8,0.0021265,0.00073275,0.344187,1,1,4.67247,1.6082,5000,0.00352876
"Myotis_lucifugus",0.442473,8848.39,6893.13,0.0021265,0.000733,0.516789,6,4,10.2489,3.53102,1000,0.00485649
"Myotis_davidii",0.158849,5150.81,11147.7,0.00212775,0.0007315,0.423677,16,13,20.5918,7.08847,500,0.00980151
"Myotis_myotis",0.551354,4998.43,3136.38,0.00212525,0.00073525,0.498652,13,9,13.0372,4.50069,250,0.0061503
"Hipposideros_armiger",0.318014,45406.6,48838.4,0.002132,0.00072925,0.907828,24,9,70.2887,23.9288,5000,0.0332282
"Rhinolophus_ferrumequinum",0.407589,46892.4,39302.9,0.00213175,0.00072825,0.291998,12,14,25.0023,8.51739,5000,0.0122756
"Rhinolophus_sinicus",0.316595,42948.4,46183.5,0.00213325,0.00072625,0.294898,13,15,26.9511,9.17057,5000,0.0132901
"Rousettus_aegyptiacus",0.246802,4953.58,6796.64,0.00214025,0.00072475,0.578897,29,17,46.6609,15.8345,500,0.0218276
"Pteropus_alecto",0.310659,27610.7,30295.5,0.002135,0.00072775,0.68056,4,2,5.13998,1.74903,2500,0.00268413
"Pteropus_giganteus",0.23812,23804.6,34021.2,0.0021355,0.00072675,0.680698,2,1,2.63728,0.897597,2500,0.00140844
"Pteropus_vampyrus",0.319313,25866.9,27587.5,0.0021355,0.00072725,0.340428,1,1,2.37448,0.808339,2500,0.0014088
