"species","pN_pS","Pin","Pis","Nw_sum","Sw_sum","dN_dS","dN","dS","Nw_sum.1","Sw_sum.1","taille_pop","branch_length"
"Canis_lupus",0.558573,12561.6,8111.51,0.00210775,0.00076025,0.969391,171,63,214.381,76.5649,1000,0.101852
"Pteronotus_parnellii",0.444601,4989.54,4000.07,0.002114,0.0007535,1.07041,57,19,79.8317,28.4842,500,0.0379412
"Desmodus_rotundus",0.425627,5952.39,5077.14,0.00210375,0.00076375,0.525187,32,22,49.8141,17.9862,500,0.0236955
"Phyllostomus_discolor",Inf,610.862,0,0.00211325,0.00075375,0.714539,14,7,22.0773,7.88755,100,0.0105002
"Phyllostomus_hastatus",0.638056,1483.84,830.794,0.002112,0.0007545,0.626587,14,8,18.4765,6.61551,100,0.00928619
"Artibeus_jamaicensis",25.9229,2284.09,31.6727,0.002108,0.00075775,0.510626,27,19,39.6783,14.2576,250,0.0190481
"Sturnira_hondurensis",3.62598,4028.93,400.886,0.00210925,0.000761,0.888829,32,13,42.1815,15.2312,250,0.0201251
"Molossus_molossus",0.179773,7713.68,15412.9,0.0021095,0.00075775,0.775818,65,30,97.1244,34.7773,1000,0.0474196
"Miniopterus_natalensis",0.178082,15893.1,32373,0.00210275,0.00076275,0.915048,56,22,97.2844,34.9721,2500,0.0463988
"Eptesicus_fuscus",0.288809,8510.18,10516.8,0.0021175,0.00075575,0.583705,18,11,22.284,7.94889,1000,0.0105823
"Pipistrellus_kuhlii",0.443046,896.629,728.618,0.00211025,0.00075975,0.726515,77,38,80.5331,28.8743,100,0.0381086
"Myotis_brandtii",0.367787,24140.8,23324.4,0.00211975,0.00075325,0,0,2,4.20833,1.49645,5000,0.00352876
"Myotis_lucifugus",0.228468,9808.53,15199.4,0.00212125,0.000751,0.253409,5,7,10.2514,3.6369,1000,0.00485649
"Myotis_davidii",0.0903634,3355.25,13148.4,0.0021215,0.00075125,0.850349,12,5,20.7829,7.36362,500,0.00980151
"Myotis_myotis",3.26269,2468.64,267.5,0.0021235,0.00075075,1.41689,8,2,12.1127,4.29061,250,0.0061503
"Hipposideros_armiger",0.371639,37226.3,35841.2,0.00211075,0.00075525,0.389956,24,22,69.4153,24.8132,5000,0.0332282
"Rhinolophus_ferrumequinum",0.370537,40102.7,38610.9,0.0021135,0.000754,0.53577,12,8,25.8108,9.21908,5000,0.0122756
"Rhinolophus_sinicus",0.343641,36763.8,38248.9,0.00211175,0.000755,0.714497,12,6,26.1338,9.33626,5000,0.0132901
"Rousettus_aegyptiacus",0.210327,6139.35,10418.4,0.0021125,0.000754,0.834225,42,18,42.5699,15.2198,500,0.0218276
"Pteropus_alecto",0.600744,22213.7,13155.1,0.00211375,0.000752,0.593194,5,3,5.47273,1.94783,2500,0.00268413
"Pteropus_giganteus",0.210946,19059.4,32154.9,0.00211375,0.00075225,Inf,3,0,2.93691,1.04431,2500,0.00140844
"Pteropus_vampyrus",0.275384,19641.7,25357.5,0.0021145,0.00075175,0.710746,2,1,1.62623,0.577918,2500,0.0014088
