"species","pN_pS","Pin","Pis","Nw_sum","Sw_sum","dN_dS","dN","dS","Nw_sum.1","Sw_sum.1","taille_pop","branch_length"
"Canis_lupus",0.15024,7137.37,16536.6,0.00212875,0.000741,0.812691,163,70,216.057,75.4055,1000,0.101852
"Pteronotus_parnellii",0.345587,4926.29,5012.54,0.0021215,0.000746,0.614042,56,32,78.6737,27.6051,500,0.0379412
"Desmodus_rotundus",0.26177,6258.52,8483.75,0.00211925,0.000752,0.927512,42,16,46.325,16.3684,500,0.0236955
"Phyllostomus_discolor",3.49148,1155.4,117.929,0.00212,0.0007555,0.917748,18,7,21.3521,7.62062,100,0.0105002
"Phyllostomus_hastatus",0.0749954,456.549,2170.53,0.00211825,0.00075525,0.668033,15,8,18.3499,6.53779,100,0.00928619
"Artibeus_jamaicensis",0.156341,1128.89,2549.39,0.00212425,0.00075,0.611214,26,15,39.1881,13.8187,250,0.0190481
"Sturnira_hondurensis",0.230719,3631.22,5630.79,0.002118,0.00075775,0.612006,31,18,42.2071,14.9987,250,0.0201251
"Molossus_molossus",0.2039,6052.89,10467.8,0.0021255,0.0007495,0.884505,78,31,100.284,35.2532,1000,0.0474196
"Miniopterus_natalensis",0.342343,20485.5,21178.6,0.0021205,0.0007505,0.881082,70,28,97.672,34.4228,2500,0.0463988
"Eptesicus_fuscus",0.238772,10344.5,15223.1,0.00212875,0.000748,0.445578,19,15,20.7147,7.28683,1000,0.0105823
"Pipistrellus_kuhlii",0.361241,1203.27,1172.86,0.00213,0.00075,0.769295,83,38,80.8045,28.4599,100,0.0381086
"Myotis_brandtii",0.400707,18796.5,16490,0.0021285,0.00074825,NA,NA,NA,NA,NA,5000,0.00352876
"Myotis_lucifugus",0.269402,9136.7,11937.3,0.00212725,0.00074875,1.58386,9,2,10.3015,3.62582,1000,0.00485649
"Myotis_davidii",0.467599,4754.72,3579.42,0.00212775,0.000749,1.17246,20,6,20.0169,7.04071,500,0.00980151
"Myotis_myotis",0.152201,1355.06,3131.99,0.002127,0.00074825,0.753274,15,7,12.3741,4.34984,250,0.0061503
"Hipposideros_armiger",0.338548,43237.2,44783.9,0.002126,0.0007455,0.537953,20,13,70.3773,24.6088,5000,0.0332282
"Rhinolophus_ferrumequinum",0.373192,47201.2,44056.3,0.00212875,0.0007415,1.04721,12,4,25.5617,8.92285,5000,0.0122756
"Rhinolophus_sinicus",0.626951,44733.6,25006.5,0.002125,0.00074475,0.549505,11,7,26.9757,9.43299,5000,0.0132901
"Rousettus_aegyptiacus",0.195168,4347.66,7809.09,0.0021245,0.00074475,0.561306,32,20,46.2511,16.2256,500,0.0218276
"Pteropus_alecto",0.224982,17445.6,27161.2,0.00212475,0.00074425,0.175157,1,2,4.03447,1.41333,2500,0.00268413
"Pteropus_giganteus",0.195438,18661.9,33477.4,0.00212425,0.00074475,0.700302,4,2,2.92613,1.02459,2500,0.00140844
"Pteropus_vampyrus",0.231017,18847.4,28560.8,0.00212525,0.000744,0.350333,3,3,1.668,0.584357,2500,0.0014088
