"species","pN_pS","Pin","Pis","Nw_sum","Sw_sum","dN_dS","dN","dS","Nw_sum.1","Sw_sum.1","taille_pop","branch_length"
"Canis_lupus",0.350473,10746.3,10578.9,0.00213325,0.000736,0.544338,132,83,216.8,74.2047,1000,0.101852
"Pteronotus_parnellii",0.325638,3475.32,3678.57,0.00213675,0.0007365,0.637997,65,35,80.9329,27.8034,500,0.0379412
"Desmodus_rotundus",0.156173,3417.87,7603.74,0.00213275,0.000741,0.797864,30,13,49.5495,17.1313,500,0.0236955
"Phyllostomus_discolor",0.141286,779.778,1918.63,0.002133,0.0007415,0.726533,21,10,21.5906,7.46966,100,0.0105002
"Phyllostomus_hastatus",0.249718,923.561,1273.6,0.002138,0.00073625,1.1506,20,6,19.7548,6.81897,100,0.00928619
"Artibeus_jamaicensis",1.28671,4038.26,1085.35,0.00213475,0.00073825,0.57648,30,18,40.2221,13.9123,250,0.0190481
"Sturnira_hondurensis",0.691716,3768.99,1876.36,0.002138,0.00073625,0.465243,27,20,41.843,14.4201,250,0.0201251
"Molossus_molossus",0.256276,13904.3,18662.7,0.00213675,0.000735,0.781273,84,37,101.272,34.8508,1000,0.0474196
"Miniopterus_natalensis",0.697535,28079.8,13786,0.00213675,0.00073175,0.622369,60,33,99.0307,33.8985,2500,0.0463988
"Eptesicus_fuscus",0.554764,11028.2,6774.11,0.0021415,0.00072975,0.462305,19,14,20.805,7.08714,1000,0.0105823
"Pipistrellus_kuhlii",0.414456,1121.9,928.536,0.00214125,0.0007345,0.818008,91,38,79.3231,27.0956,100,0.0381086
"Myotis_brandtii",0.307948,20618.1,22835.8,0.00214325,0.000731,Inf,1,0,4.05979,1.38451,5000,0.00352876
"Myotis_lucifugus",0.300817,9324.6,10579.7,0.0021425,0.00073125,0.853008,5,2,9.55117,3.25889,1000,0.00485649
"Myotis_davidii",0.123119,2727.75,7547.79,0.00214575,0.000731,0.366473,14,13,20.4578,6.96173,500,0.00980151
"Myotis_myotis",0.387526,2831.01,2491.6,0.00214475,0.0007315,0.953818,14,5,12.8335,4.37171,250,0.0061503
"Hipposideros_armiger",0.378282,54770.4,49718.2,0.00213825,0.00073425,0.923613,27,10,70.6985,24.1844,5000,0.0332282
"Rhinolophus_ferrumequinum",0.303757,45817.1,51481.8,0.002141,0.00073075,0.682863,14,7,26.2573,8.96507,5000,0.0122756
"Rhinolophus_sinicus",0.289494,49955.3,59208.6,0.00213775,0.0007335,0.439902,9,7,25.3773,8.68277,5000,0.0132901
"Rousettus_aegyptiacus",0.464847,5362.51,3928.89,0.0021405,0.000729,0.555337,39,24,44.5966,15.2407,500,0.0218276
"Pteropus_alecto",0.181203,23065.9,43537.5,0.002138,0.00073125,0.227804,2,3,4.75619,1.62522,2500,0.00268413
"Pteropus_giganteus",0.194814,21783.8,38244.8,0.002138,0.00073125,Inf,1,0,0.248066,0.084767,2500,0.00140844
"Pteropus_vampyrus",0.194053,20579.6,36239.1,0.0021385,0.00073075,Inf,2,0,2.10168,0.718796,2500,0.0014088
