"species","pN_pS","Pin","Pis","Nw_sum","Sw_sum","dN_dS","dN","dS","Nw_sum.1","Sw_sum.1","taille_pop","branch_length"
"Canis_lupus",0.334981,11733.6,12446.8,0.00211275,0.00075075,0.62813,124,70,212.303,75.2805,1000,0.101852
"Pteronotus_parnellii",0.163159,3637.73,7941.36,0.00210775,0.00075075,0.692585,47,24,79.8027,28.2231,500,0.0379412
"Desmodus_rotundus",0.140098,2917.53,7366.36,0.0021125,0.00074725,0.82593,42,18,49.6148,17.5621,500,0.0236955
"Phyllostomus_discolor",0.0117617,56.6372,1700.01,0.00211875,0.000748,0.38374,13,12,21.0327,7.45021,100,0.0105002
"Phyllostomus_hastatus",Inf,1419.33,0,0.00211675,0.00074875,1.23957,14,4,19.2316,6.81111,100,0.00928619
"Artibeus_jamaicensis",10.8112,2431.46,79.5975,0.00211275,0.00074775,1.05782,30,10,39.8477,14.0506,250,0.0190481
"Sturnira_hondurensis",0.348734,3708.16,3754.82,0.002114,0.0007465,1.02999,35,12,42.3432,14.9531,250,0.0201251
"Molossus_molossus",0.172922,8239.74,16965.4,0.00211,0.00075125,0.51809,64,44,99.8794,35.5757,1000,0.0474196
"Miniopterus_natalensis",0.3544,22751.7,22732.2,0.002111,0.0007475,0.600825,61,36,97.636,34.6203,2500,0.0463988
"Eptesicus_fuscus",0.222579,10723.3,17238.2,0.0021045,0.000753,0.439733,16,13,22.2465,7.9483,1000,0.0105823
"Pipistrellus_kuhlii",Inf,1455.96,0,0.0021015,0.0007585,1.17314,98,30,77.1319,27.6999,100,0.0381086
"Myotis_brandtii",0.327108,19966.1,21760.1,0.002108,0.0007515,Inf,2,0,2.65385,0.946258,5000,0.00352876
"Myotis_lucifugus",0.851115,14580.7,6106.58,0.00210825,0.0007515,0.445662,5,4,9.33218,3.3272,1000,0.00485649
"Myotis_davidii",0.542623,5230.85,3417.9,0.0021125,0.000749,0.964137,19,7,19.4012,6.89146,500,0.00980151
"Myotis_myotis",0.11982,1750.78,5211.44,0.00210775,0.00075175,0.457573,9,7,12.6207,4.49159,250,0.0061503
"Hipposideros_armiger",0.439614,50888.1,41280.9,0.0021115,0.000753,0.977483,33,12,70.171,24.9422,5000,0.0332282
"Rhinolophus_ferrumequinum",0.454961,55272.3,43328.9,0.0021085,0.000752,0.518084,16,11,25.4617,9.06901,5000,0.0122756
"Rhinolophus_sinicus",0.321761,51820.7,57499.9,0.002107,0.00075225,0.917296,18,7,26.8755,9.58719,5000,0.0132901
"Rousettus_aegyptiacus",0.525553,4228.25,2852.13,0.0021135,0.00074925,0.668108,32,17,44.4926,15.7919,500,0.0218276
"Pteropus_alecto",0.286816,19114.3,23613.4,0.00211175,0.00074825,0.708452,2,1,5.06032,1.7925,2500,0.00268413
"Pteropus_giganteus",0.341168,21815.6,22644.1,0.00211225,0.000748,0,0,1,2.82197,0.999328,2500,0.00140844
"Pteropus_vampyrus",0.262909,22130.6,29835.8,0.00211175,0.0007485,Inf,1,0,1.32438,0.468996,2500,0.0014088
