"species","pN_pS","Pin","Pis","Nw_sum","Sw_sum","dN_dS","dN","dS","Nw_sum.1","Sw_sum.1","taille_pop","branch_length"
"Canis_lupus",0.545057,14713.6,9365.73,0.00213,0.000739,0.584429,141,83,215.594,74.1699,1000,0.101852
"Pteronotus_parnellii",0.189759,3202.38,5909.99,0.0021245,0.000744,0.780786,60,27,79.6989,28.0025,500,0.0379412
"Desmodus_rotundus",0.280882,4366.21,5452.98,0.00212375,0.000745,0.494206,31,22,49.2887,17.2869,500,0.0236955
"Phyllostomus_discolor",5.42659,2511.64,161.13,0.0021285,0.000741,0.728526,23,11,21.9779,7.65767,100,0.0105002
"Phyllostomus_hastatus",0.476382,2279.05,1677.47,0.002124,0.00074475,0.437955,10,8,18.8418,6.6015,100,0.00928619
"Artibeus_jamaicensis",0.214877,3238.5,5261.61,0.00212825,0.000743,0.612553,28,16,40.4486,14.1582,250,0.0190481
"Sturnira_hondurensis",0.346382,2275.93,2317.03,0.002124,0.000749,0.431329,27,22,42.7477,15.0238,250,0.0201251
"Molossus_molossus",0.199823,8225.32,14504.2,0.00212425,0.0007485,0.677501,58,30,99.0531,34.7113,1000,0.0474196
"Miniopterus_natalensis",0.31961,24999.5,27550.2,0.00212225,0.0007475,0.566008,58,36,98.1918,34.4963,2500,0.0463988
"Eptesicus_fuscus",0.260534,6810.47,9143.78,0.00212625,0.00074375,0.61039,21,12,22.0891,7.70453,1000,0.0105823
"Pipistrellus_kuhlii",0.0356503,166.897,1645.52,0.0021245,0.00074675,0.8727,80,32,79.4151,27.7222,100,0.0381086
"Myotis_brandtii",0.294035,18058.1,21496.6,0.002127,0.0007445,Inf,1,0,7.21776,2.52524,5000,0.00352876
"Myotis_lucifugus",0.190409,7305.11,13401.5,0.00212775,0.00074325,0.279657,4,5,10.2575,3.58572,1000,0.00485649
"Myotis_davidii",0.8149,5187.44,2238.27,0.0021245,0.000747,0.321612,11,12,19.7185,6.91824,500,0.00980151
"Myotis_myotis",1.32428,4764.93,1258.46,0.0021265,0.00074375,0.271823,7,9,8.00158,2.79644,250,0.0061503
"Hipposideros_armiger",0.439301,43810.3,34897,0.00212475,0.0007435,0.298699,18,21,70.3205,24.5054,5000,0.0332282
"Rhinolophus_ferrumequinum",0.154434,37250.4,83857,0.00212925,0.00074025,0.752769,13,6,25.4192,8.83144,5000,0.0122756
"Rhinolophus_sinicus",0.301743,35259.4,40736.8,0.00212625,0.00074125,0.428006,16,13,27.5087,9.56629,5000,0.0132901
"Rousettus_aegyptiacus",0.384234,3213.88,2899.82,0.002128,0.00073775,0.780521,36,16,45.3989,15.7488,500,0.0218276
"Pteropus_alecto",0.290138,24347.1,29228.5,0.002126,0.0007405,0.87154,5,2,5.68756,1.98277,2500,0.00268413
"Pteropus_giganteus",0.270098,21343.9,27524.2,0.002126,0.0007405,0.697433,2,1,1.19232,0.41578,2500,0.00140844
"Pteropus_vampyrus",0.258114,23762.8,32066.2,0.002126,0.0007405,1.04682,3,1,2.13987,0.746688,2500,0.0014088
