"species","pN_pS","Pin","Pis","Nw_sum","Sw_sum","dN_dS","dN","dS","Nw_sum.1","Sw_sum.1","taille_pop","branch_length"
"Canis_lupus",0.208878,8035.47,13500.1,0.00211725,0.000743,1.05652,166,55,215.459,75.4221,1000,0.101852
"Pteronotus_parnellii",0.128173,3312.04,9030.56,0.00211675,0.00073975,0.741532,53,25,79.5496,27.8248,500,0.0379412
"Desmodus_rotundus",0.421678,6452.27,5402.53,0.002115,0.00074675,0.653077,26,14,48.9072,17.1985,500,0.0236955
"Phyllostomus_discolor",0.254557,559.57,788.482,0.00210975,0.00075675,0.670626,15,8,20.7273,7.41347,100,0.0105002
"Phyllostomus_hastatus",0.435015,2230.39,1824.28,0.0021135,0.000752,0.57815,13,8,19.1964,6.8298,100,0.00928619
"Artibeus_jamaicensis",0.739345,2484.8,1183.55,0.0021155,0.000745,0.998599,34,12,40.1916,14.1654,250,0.0190481
"Sturnira_hondurensis",0.164421,3487.02,7436.13,0.00211975,0.00074325,0.546391,28,18,42.2157,14.8283,250,0.0201251
"Molossus_molossus",0.212565,6614.58,10898.8,0.00211425,0.0007405,0.732077,63,30,99.0518,34.5303,1000,0.0474196
"Miniopterus_natalensis",0.319599,23472.3,25968.6,0.00211475,0.00074775,0.839168,67,28,96.6158,33.8829,2500,0.0463988
"Eptesicus_fuscus",0.250829,10055.5,14060.3,0.00211775,0.00074275,0.923594,29,11,20.9058,7.32389,1000,0.0105823
"Pipistrellus_kuhlii",Inf,1492.87,0,0.00212275,0.0007335,0.954013,96,35,80.6956,28.0673,100,0.0381086
"Myotis_brandtii",0.295158,18165.2,21570.9,0.002117,0.000742,0,0,1,5.03634,1.76522,5000,0.00352876
"Myotis_lucifugus",0.227358,8611.84,13326,0.00211475,0.000744,1.51965,13,3,9.582,3.36029,1000,0.00485649
"Myotis_davidii",0.56156,5051.9,3143.84,0.00211825,0.00074025,1.11024,19,6,20.1211,7.05453,500,0.00980151
"Myotis_myotis",0.162378,1608.31,3486.08,0.002116,0.00074475,0.351628,5,5,11.4889,4.03983,250,0.0061503
"Hipposideros_armiger",0.297279,40790.5,47922.6,0.0021195,0.00074025,0.431744,21,17,70.3699,24.5948,5000,0.0332282
"Rhinolophus_ferrumequinum",0.413653,50496.6,42679.4,0.00211875,0.00074075,0.523775,9,6,23.7173,8.28167,5000,0.0122756
"Rhinolophus_sinicus",0.442764,50091.5,39490.1,0.00212,0.00074,0.756577,13,6,27.2438,9.51325,5000,0.0132901
"Rousettus_aegyptiacus",0.607308,5202.05,2962.16,0.00212325,0.00073425,0.520127,33,22,44.6935,15.4975,500,0.0218276
"Pteropus_alecto",0.225427,20522.7,31518.5,0.002123,0.000735,0,0,2,5.544,1.91739,2500,0.00268413
"Pteropus_giganteus",0.195138,19491.5,34486.3,0.0021245,0.0007335,0.863757,5,2,2.92504,1.01061,2500,0.00140844
"Pteropus_vampyrus",0.221118,20543.4,32091.5,0.00212425,0.00073375,0.345416,1,1,2.24746,0.776308,2500,0.0014088
