"species","pN_pS","Pin","Pis","Nw_sum","Sw_sum","dN_dS","dN","dS","Nw_sum.1","Sw_sum.1","taille_pop","branch_length"
"Canis_lupus",0.26995,9178.82,12026.2,0.002112,0.000747,0.704941,152,76,212.903,75.0422,1000,0.101852
"Pteronotus_parnellii",0.233408,4133.22,6280.28,0.0021105,0.0007485,0.607518,55,32,79.6665,28.1593,500,0.0379412
"Desmodus_rotundus",0.428393,5369.16,4407.83,0.0021155,0.000744,0.573711,31,19,50.1225,17.6246,500,0.0236955
"Phyllostomus_discolor",2.86254,1566.77,195.264,0.00211,0.00075275,0.62388,14,8,22.1379,7.89224,100,0.0105002
"Phyllostomus_hastatus",9.97404,1120.3,39.96,0.00211025,0.00075075,1.60348,18,4,18.7519,6.68181,100,0.00928619
"Artibeus_jamaicensis",0.136965,3869.3,10023,0.0021125,0.0007495,1.2243,38,11,39.219,13.8993,250,0.0190481
"Sturnira_hondurensis",0.361992,1234.52,1207.95,0.0021125,0.00074825,0.454912,27,21,42.4475,15.0188,250,0.0201251
"Molossus_molossus",0.196742,10737.6,19331.1,0.00211675,0.00074975,1.10589,78,25,99.9202,35.417,1000,0.0474196
"Miniopterus_natalensis",0.184846,18083.9,34759.8,0.002113,0.00075075,0.456877,49,38,97.6875,34.6119,2500,0.0463988
"Eptesicus_fuscus",0.518313,8865.61,6073.14,0.00211375,0.0007505,0.710958,22,11,20.4355,7.26441,1000,0.0105823
"Pipistrellus_kuhlii",3.95043,880.736,79.4127,0.0021105,0.00075175,0.711783,66,33,78.5833,27.9671,100,0.0381086
"Myotis_brandtii",0.286649,18727.6,23072.7,0.0021145,0.00074675,NA,NA,NA,NA,NA,5000,0.00352876
"Myotis_lucifugus",0.734304,11575.8,5566.61,0.00211475,0.00074675,0,0,3,8.13025,2.87125,1000,0.00485649
"Myotis_davidii",0.233378,5849.43,8899.99,0.00211075,0.0007495,0.472767,12,9,19.2392,6.82174,500,0.00980151
"Myotis_myotis",0.426724,2458.4,2038.5,0.00211325,0.00074775,0.70769,12,6,12.9883,4.59584,250,0.0061503
"Hipposideros_armiger",0.364634,41569.5,40402.8,0.00211625,0.00075,1.47434,25,6,67.3458,23.8297,5000,0.0332282
"Rhinolophus_ferrumequinum",0.34781,46822.7,47840.3,0.002114,0.00075125,0.53142,12,8,24.3004,8.60915,5000,0.0122756
"Rhinolophus_sinicus",0.394586,44381.2,40172.7,0.00211175,0.00075425,0.43357,11,9,26.3431,9.34494,5000,0.0132901
"Rousettus_aegyptiacus",0.224915,5205.48,8215.37,0.002115,0.00075075,0.541455,29,19,45.1391,16.0129,500,0.0218276
"Pteropus_alecto",0.431811,23867.3,19661.4,0.00211475,0.00075225,0.888968,5,2,5.547,1.97244,2500,0.00268413
"Pteropus_giganteus",0.196304,16921.2,30583,0.002116,0.00075075,Inf,1,0,0.678915,0.241312,2500,0.00140844
"Pteropus_vampyrus",0.285971,21505.9,26651.4,0.002117,0.00075025,1.06449,3,1,2.72534,0.967036,2500,0.0014088
