"species","pN_pS","Pin","Pis","Nw_sum","Sw_sum","dN_dS","dN","dS","Nw_sum.1","Sw_sum.1","taille_pop","branch_length"
"Canis_lupus",0.112436,0.000688039,0.0020586,2142.5,720.75,0.293953,78,88,217357000,72084000,1000,0.101852
"Pteronotus_parnellii",0.261885,0.000617777,0.000773565,2157.5,707.5,0.388362,26,22,80209100,26357800,500,0.0379412
"Desmodus_rotundus",0.114701,0.000567719,0.00163282,2156,711.25,0.727171,33,15,49846700,16476000,500,0.0236955
"Phyllostomus_discolor",Inf,0.000584099,0,2146.5,722.25,0.527452,11,7,20897100,7014140,100,0.0105002
"Phyllostomus_hastatus",0.0331761,9.30557e-06,9.41275e-05,2149.25,721.25,2.01086,18,3,17325800,5806630,100,0.00928619
"Artibeus_jamaicensis",0.248846,0.00114522,0.00152923,2152.5,715.25,0.399324,18,15,40069300,13333900,250,0.0190481
"Sturnira_hondurensis",0.21669,0.000444678,0.000682141,2152.5,715.5,0.561768,22,13,42895300,14239300,250,0.0201251
"Molossus_molossus",0.109865,0.0011031,0.00334605,2151.5,717,0.322548,34,35,98908700,32841100,1000,0.0474196
"Miniopterus_natalensis",0.183526,0.00331129,0.00595205,2153,710.25,0.205463,23,37,94332000,31179400,2500,0.0463988
"Eptesicus_fuscus",0.0874197,0.00174221,0.00663459,2147,714.75,0.399583,12,10,21143400,7040460,1000,0.0105823
"Pipistrellus_kuhlii",1.55025,0.000445325,9.65243e-05,2142.75,720,0.636034,59,31,80514400,26906900,100,0.0381086
"Myotis_brandtii",0.160558,0.00339711,0.00702808,2149.5,714,Inf,1,0,4943280,1643920,5000,0.00352876
"Myotis_lucifugus",0.0955738,0.00103736,0.00360834,2149.25,714.5,0.997658,3,1,9562010,3179870,1000,0.00485649
"Myotis_davidii",0.22578,0.00160064,0.00236176,2147,715.25,0.181403,6,11,20429800,6794410,500,0.00980151
"Myotis_myotis",0.0864624,0.000292394,0.00112279,2150.5,714,0.165999,3,6,10701800,3553000,250,0.0061503
"Hipposideros_armiger",0.116788,0.00197071,0.00560384,2153,715,0.351447,18,17,69961600,23221800,5000,0.0332282
"Rhinolophus_ferrumequinum",0.182827,0.00300426,0.00544054,2153.5,713,0.463997,7,5,21841000,7238670,5000,0.0122756
"Rhinolophus_sinicus",0.154741,0.00337222,0.0072406,2151.25,714.75,0.497736,6,4,25406900,8430630,5000,0.0132901
"Rousettus_aegyptiacus",0.324573,0.000837822,0.000847856,2154.75,707.75,0.821019,30,12,46203400,15173600,500,0.0218276
"Pteropus_alecto",0.26201,0.00248686,0.00311724,2156.5,708.25,0.327776,4,4,4940050,1619230,2500,0.00268413
"Pteropus_giganteus",0.11842,0.00176395,0.00487836,2158,706.75,0,0,2,135954,44525.2,2500,0.00140844
"Pteropus_vampyrus",0.0963631,0.00132237,0.00449846,2157.5,707.25,0.163751,1,2,2969410,972488,2500,0.0014088
