"species","pN_pS","Pin","Pis","Nw_sum","Sw_sum","dN_dS","dN","dS","Nw_sum.1","Sw_sum.1","taille_pop","branch_length"
"Canis_lupus",0.501812,0.00154095,0.0010334,2138,719.5,0.222092,46,70,214586000,72522900,1000,0.101852
"Pteronotus_parnellii",0.167738,0.000521898,0.00105313,2139,724,0.216769,25,39,78277900,26470500,500,0.0379412
"Desmodus_rotundus",0.160023,0.000633206,0.00135303,2131.25,728.75,0.283801,20,24,49788600,16956100,500,0.0236955
"Phyllostomus_discolor",0.0122475,5.35168e-05,0.00147236,2139,720.75,0.673455,10,5,21276800,7164490,100,0.0105002
"Phyllostomus_hastatus",Inf,0.000143233,0,2138,721,0.59883,16,9,17606200,5930490,100,0.00928619
"Artibeus_jamaicensis",0.0547821,0.000108273,0.000667673,2137.25,722,0.428132,19,15,38674900,13072100,250,0.0190481
"Sturnira_hondurensis",0.292668,0.000685707,0.000800757,2133,729,0.486028,20,14,42567500,14482300,250,0.0201251
"Molossus_molossus",0.133464,0.00126814,0.00320798,2138.5,722,0.367263,36,33,99704900,33566500,1000,0.0474196
"Miniopterus_natalensis",0.169273,0.0026247,0.00521077,2142.5,720,0.186881,20,36,96039200,32306200,2500,0.0463988
"Eptesicus_fuscus",0.117789,0.00138329,0.00396537,2139.75,722.5,0.54785,13,8,22111900,7454760,1000,0.0105823
"Pipistrellus_kuhlii",0.0738517,0.000151964,0.000696401,2138.5,723.75,0.624752,48,26,79160600,26788500,100,0.0381086
"Myotis_brandtii",0.108705,0.00158406,0.0048976,2142.25,720,0.224661,2,3,7350490,2477050,5000,0.00352876
"Myotis_lucifugus",0.234447,0.0020305,0.0029156,2141,720.75,0.224437,4,6,8614870,2900240,1000,0.00485649
"Myotis_davidii",0.609336,0.00139687,0.000772087,2142.25,721.5,0.784348,14,6,16003100,5379420,500,0.00980151
"Myotis_myotis",1.00868,0.000748443,0.000248544,2144.25,718.25,2.01662,6,1,10495900,3527720,250,0.0061503
"Hipposideros_armiger",0.125646,0.00462047,0.0124804,2134.75,724.5,0.196239,11,19,67004800,22711900,5000,0.0332282
"Rhinolophus_ferrumequinum",0.12162,0.0045424,0.0126378,2135.25,722.5,0.182197,7,13,25534600,8640060,5000,0.0122756
"Rhinolophus_sinicus",0.174048,0.00290737,0.00564966,2134.75,722,0.217638,9,14,27526800,9319140,5000,0.0132901
"Rousettus_aegyptiacus",0.22269,0.00103845,0.00158829,2133,726.5,0.48646,20,14,44005200,14984700,500,0.0218276
"Pteropus_alecto",0.270893,0.00395123,0.00496688,2132,726,0.340387,3,3,5508350,1874970,2500,0.00268413
"Pteropus_giganteus",0.211751,0.0026542,0.0042708,2131.5,726.25,0,0,1,1939660,660888,2500,0.00140844
"Pteropus_vampyrus",0.107864,0.00207153,0.00653981,2132,726,0.340722,1,1,1415320,482230,2500,0.0014088
