"species","pN_pS","Pin","Pis","Nw_sum","Sw_sum","dN_dS","dN","dS","Nw_sum.1","Sw_sum.1","taille_pop","branch_length"
"Canis_lupus",0.180302,0.00089328,0.00169345,2143,732.5,0.291079,70,83,215959000,74535300,1000,0.101852
"Pteronotus_parnellii",0.300207,0.000896047,0.00103474,2136,740.5,0.327008,32,34,77594200,26959800,500,0.0379412
"Desmodus_rotundus",1.37483,0.0015667,0.000397302,2133.25,743.75,0.329273,16,17,49270500,17237400,500,0.0236955
"Phyllostomus_discolor",0.0616237,0.000130416,0.000744952,2129.25,749.5,2.98808,17,2,21573400,7583870,100,0.0105002
"Phyllostomus_hastatus",0.160324,0.000148114,0.0003238,2132,747.25,1.19573,17,5,19643700,6908410,100,0.00928619
"Artibeus_jamaicensis",0.164298,0.000419718,0.000892782,2131.75,745,0.436315,15,12,40408900,14104800,250,0.0190481
"Sturnira_hondurensis",0.0940365,0.000194996,0.000719264,2137,741.25,0.478463,22,16,42914900,14933200,250,0.0201251
"Molossus_molossus",0.0955132,0.00141851,0.0051621,2134.75,742,0.359372,29,28,96063200,33332000,1000,0.0474196
"Miniopterus_natalensis",0.0722561,0.00168653,0.00810199,2134.75,741,0.249779,23,32,95655600,33242100,2500,0.0463988
"Eptesicus_fuscus",0.422702,0.00112485,0.000922835,2136.75,741,0.259901,12,16,20661800,7160020,1000,0.0105823
"Pipistrellus_kuhlii",2.42655,0.00037308,5.36284e-05,2133,744,0.661933,63,33,80875100,28041600,100,0.0381086
"Myotis_brandtii",0.138373,0.00292398,0.00729989,2137.75,738.5,0.864011,5,2,7254310,2507120,5000,0.00352876
"Myotis_lucifugus",0.243644,0.0026747,0.0037911,2137.75,738.25,1.20926,7,2,3763950,1300450,1000,0.00485649
"Myotis_davidii",0.129674,0.00059991,0.0015982,2137,738.25,0.575036,5,3,19312000,6663040,500,0.00980151
"Myotis_myotis",1.5657,0.000342611,7.54897e-05,2139.25,738,0.604144,7,4,12669000,4373650,250,0.0061503
"Hipposideros_armiger",0.130236,0.00482261,0.012772,2137.5,737.25,0.344473,16,16,70569000,24309100,5000,0.0332282
"Rhinolophus_ferrumequinum",0.190452,0.00294082,0.00529919,2140.25,734.5,0.731625,17,8,25923100,8925160,5000,0.0122756
"Rhinolophus_sinicus",0.114031,0.00360561,0.0108811,2138.75,736,0.344722,9,9,25732200,8870470,5000,0.0132901
"Rousettus_aegyptiacus",0.0776428,0.000518153,0.0023012,2139.5,737.75,0.287491,15,18,45529800,15707300,500,0.0218276
"Pteropus_alecto",0.13498,0.0032187,0.00823102,2138.75,738.25,0,0,1,1171900,404698,2500,0.00268413
"Pteropus_giganteus",0.15302,0.00265754,0.00599482,2138.75,738.25,0,0,1,504745,174227,2500,0.00140844
"Pteropus_vampyrus",0.0871705,0.00128941,0.005107,2138.25,738.25,1.03553,6,2,1614760,557379,2500,0.0014088
