"species","pN_pS","Pin","Pis","Nw_sum","Sw_sum","dN_dS","dN","dS","Nw_sum.1","Sw_sum.1","taille_pop","branch_length"
"Canis_lupus",0.156832,0.00107847,0.00244831,2110.75,751.5,0.233347,48,73,215018000,76306200,1000,0.101852
"Pteronotus_parnellii",0.107349,0.000695399,0.00227524,2114,742.5,0.310721,30,34,79001800,27820500,500,0.0379412
"Desmodus_rotundus",0.166575,0.00101346,0.00212981,2117.5,741.25,0.253511,13,18,49692800,17443000,500,0.0236955
"Phyllostomus_discolor",Inf,4.67564e-05,0,2117.25,743,0.420836,12,10,20832800,7305990,100,0.0105002
"Phyllostomus_hastatus",0.188879,0.000445132,0.000826331,2119.75,743.25,0.992488,17,6,16365100,5732530,100,0.00928619
"Artibeus_jamaicensis",3.33667,0.000305852,3.21398e-05,2115.5,741.75,0.53653,26,17,40002800,14033300,250,0.0190481
"Sturnira_hondurensis",0.248067,0.000577052,0.000817371,2115.25,743.25,0.491919,14,10,42327100,14872500,250,0.0201251
"Molossus_molossus",0.0796992,0.000472681,0.00210385,2110.75,748.75,0.376482,33,31,98988200,35008600,1000,0.0474196
"Miniopterus_natalensis",0.0887247,0.0017206,0.00687189,2108.75,747.25,0.470133,44,33,96313200,33960000,2500,0.0463988
"Eptesicus_fuscus",0.461989,0.00219201,0.00166626,2115,742.75,0.204617,7,12,19875100,6971600,1000,0.0105823
"Pipistrellus_kuhlii",0.128206,0.000161784,0.000435545,2123,732.75,0.645871,52,28,79539200,27661900,100,0.0381086
"Myotis_brandtii",0.158034,0.00222301,0.00495402,2113.25,744.25,NA,NA,NA,NA,NA,5000,0.00352876
"Myotis_lucifugus",0.258422,0.00253021,0.00344782,2113.5,744.25,0.0880457,1,4,9925940,3495740,1000,0.00485649
"Myotis_davidii",0.184562,0.00114712,0.00219648,2110.25,745.75,0.392577,10,9,20419500,7214600,500,0.00980151
"Myotis_myotis",0.451258,0.000675348,0.000529053,2111,746.25,0.647591,11,6,10275600,3629680,250,0.0061503
"Hipposideros_armiger",0.133967,0.0037461,0.00983388,2117,744.5,0.269079,13,17,66252500,23312400,5000,0.0332282
"Rhinolophus_ferrumequinum",0.169838,0.00425823,0.00883339,2116,745.5,0.704634,8,4,18622700,6561110,5000,0.0122756
"Rhinolophus_sinicus",0.0868265,0.0028904,0.0117425,2117,746.75,0.616818,14,8,26263600,9257070,5000,0.0132901
"Rousettus_aegyptiacus",0.23243,0.00168532,0.00256502,2113.75,747.75,0.706933,28,14,45806000,16190900,500,0.0218276
"Pteropus_alecto",0.235445,0.00234427,0.00350999,2114.75,745.5,NA,NA,NA,NA,NA,2500,0.00268413
"Pteropus_giganteus",0.124626,0.00197423,0.00558187,2115,745.25,NA,NA,NA,NA,NA,2500,0.00140844
"Pteropus_vampyrus",0.105023,0.00391317,0.0131291,2115,745.25,NA,NA,NA,NA,NA,2500,0.0014088
