"species","pN_pS","Pin","Pis","Nw_sum","Sw_sum","dN_dS","dN","dS","Nw_sum.1","Sw_sum.1","taille_pop","branch_length"
"Canis_lupus",0.0624045,0.000472993,0.00254798,2146.25,721.5,0.311132,62,67,217829000,73239100,1000,0.101852
"Pteronotus_parnellii",0.0677113,0.000483458,0.00239887,2143.75,720.25,0.38594,31,27,77753000,26136000,500,0.0379412
"Desmodus_rotundus",0.172314,0.00149806,0.00293309,2142.25,722.75,0.144412,9,21,45534200,15343300,500,0.0236955
"Phyllostomus_discolor",0.136524,0.000297515,0.000742533,2139.5,729,0.568066,15,9,21967800,7487510,100,0.0105002
"Phyllostomus_hastatus",0.0475363,4.53988e-05,0.000325565,2138.5,729,0.438455,9,7,19834300,6763910,100,0.00928619
"Artibeus_jamaicensis",13.8841,0.000907684,2.20918e-05,2143.25,724.25,0.337858,18,18,39009100,13179500,250,0.0190481
"Sturnira_hondurensis",0.352248,0.00105586,0.00101362,2142.5,724.5,0.427878,19,15,42115000,14226400,250,0.0201251
"Molossus_molossus",0.13079,0.00152163,0.00388392,2150,717.75,0.270904,30,37,99953700,33396000,1000,0.0474196
"Miniopterus_natalensis",0.11509,0.00256836,0.00749675,2145.5,720.75,0.240576,28,39,95878600,32127800,2500,0.0463988
"Eptesicus_fuscus",0.210663,0.00120792,0.00189865,2153.25,713,0.663097,14,7,22200300,7360480,1000,0.0105823
"Pipistrellus_kuhlii",0.0178387,2.30834e-05,0.000430033,2153,715.5,0.502306,53,35,81540200,27047800,100,0.0381086
"Myotis_brandtii",0.165088,0.00237297,0.00478242,2151.25,715.75,NA,NA,NA,NA,NA,5000,0.00352876
"Myotis_lucifugus",0.154365,0.00168409,0.00362309,2152.25,714.75,0.997579,3,1,5441160,1809330,1000,0.00485649
"Myotis_davidii",0.540548,0.000908637,0.000562533,2150.75,719.75,0.612479,11,6,20705700,6917350,500,0.00980151
"Myotis_myotis",0.0601427,0.000233555,0.00129671,2148.75,717.5,3.6692,11,1,10773400,3593600,250,0.0061503
"Hipposideros_armiger",0.0756275,0.00228647,0.0100989,2150.25,718.25,0.152538,10,22,64397400,21610800,5000,0.0332282
"Rhinolophus_ferrumequinum",0.120271,0.00320276,0.00889921,2149.25,718.25,0.27934,10,12,23159900,7763390,5000,0.0122756
"Rhinolophus_sinicus",0.090164,0.00255727,0.00950036,2148,719.5,0.17763,9,17,23855600,8004120,5000,0.0132901
"Rousettus_aegyptiacus",0.188506,0.00103202,0.00184192,2146.75,722.25,0.40314,12,10,46294700,15552700,500,0.0218276
"Pteropus_alecto",0.119474,0.00226553,0.00636569,2147.75,721,0,0,2,3573100,1199740,2500,0.00268413
"Pteropus_giganteus",0.0794833,0.00250556,0.0105823,2147.75,721,0,0,2,1807980,607082,2500,0.00140844
"Pteropus_vampyrus",0.0834793,0.00187078,0.00752308,2147.75,721,0.16786,1,2,2066010,693602,2500,0.0014088
