"species","pN_pS","Pin","Pis","Nw_sum","Sw_sum","dN_dS","dN","dS","Nw_sum.1","Sw_sum.1","taille_pop","branch_length"
"Canis_lupus",0.155006,0.00158157,0.00353453,2134.75,739.5,0.270129,56,72,215624000,74888100,1000,0.101852
"Pteronotus_parnellii",0.371918,0.000728864,0.00067511,2136.5,736,0.434483,34,27,76505600,26396800,500,0.0379412
"Desmodus_rotundus",0.50744,0.000884356,0.000597425,2139,733.25,0.395525,23,20,48168900,16567000,500,0.0236955
"Phyllostomus_discolor",Inf,0.000693458,0,2138,733.25,1.44455,21,5,22091100,7598040,100,0.0105002
"Phyllostomus_hastatus",0.00391,2.74194e-05,0.00242521,2133.25,737.75,0.689416,8,4,17112000,5898660,100,0.00928619
"Artibeus_jamaicensis",0.0825784,0.000185029,0.000771273,2136,735.25,1.08156,22,7,40109000,13802800,250,0.0190481
"Sturnira_hondurensis",0.0867953,0.000185648,0.000737758,2136,736.75,0.813728,26,11,42131600,14504600,250,0.0201251
"Molossus_molossus",0.134821,0.00174882,0.00448243,2132.75,737,0.228181,25,38,90580000,31416400,1000,0.0474196
"Miniopterus_natalensis",0.228503,0.00369458,0.0056558,2125.5,743.5,0.238036,26,38,92008000,32009500,2500,0.0463988
"Eptesicus_fuscus",0.124497,0.00125038,0.00349208,2129,740.25,0.198662,8,14,19454600,6763560,1000,0.0105823
"Pipistrellus_kuhlii",0.0247789,4.15522e-05,0.000584723,2127.25,741.75,0.391177,46,41,80362600,28019100,100,0.0381086
"Myotis_brandtii",0.164279,0.00259378,0.00549264,2130.75,741.25,0,0,3,4679130,1627780,5000,0.00352876
"Myotis_lucifugus",0.0783241,0.00137259,0.00609645,2130.75,741.25,0,0,2,5759420,2003600,1000,0.00485649
"Myotis_davidii",0.189108,0.000679169,0.00124839,2131.75,741,0.34768,5,5,18366900,6385810,500,0.00980151
"Myotis_myotis",0.0988863,0.000711071,0.00249759,2131.25,740.25,2.08558,6,1,9848780,3423410,250,0.0061503
"Hipposideros_armiger",0.167083,0.00239448,0.00497779,2129.75,739.75,0.403011,22,19,66738400,23228600,5000,0.0332282
"Rhinolophus_ferrumequinum",0.202496,0.00326451,0.00562553,2129.25,743,0.349034,7,7,23300600,8132700,5000,0.0122756
"Rhinolophus_sinicus",0.147181,0.0032413,0.00770218,2128,744.25,0.209574,3,5,27066600,9454090,5000,0.0132901
"Rousettus_aegyptiacus",0.207351,0.00135134,0.00226859,2128,740.75,0.464428,16,12,43633900,15198600,500,0.0218276
"Pteropus_alecto",0.158483,0.0021139,0.00466348,2127.25,743.75,Inf,5,0,4911680,1716780,2500,0.00268413
"Pteropus_giganteus",0.470899,0.0049613,0.00368029,2127.75,743.25,Inf,1,0,1563900,546289,2500,0.00140844
"Pteropus_vampyrus",0.30405,0.00400092,0.00459652,2127.75,743.25,Inf,1,0,1372400,479396,2500,0.0014088
