"species","pN_pS","Pin","Pis","Nw_sum","Sw_sum","dN_dS","dN","dS","Nw_sum.1","Sw_sum.1","taille_pop","branch_length"
"Canis_lupus",0.286847,9243.74,11388.1,0.002123,0.00075025,0.585824,161,96,215.849,75.3984,1000,0.101852
"Pteronotus_parnellii",0.359378,2739.78,2683.48,0.00212575,0.00074825,0.671127,69,36,80.6443,28.2379,500,0.0379412
"Desmodus_rotundus",0.51533,2690.24,1797.34,0.002137,0.00073575,0.755287,35,16,49.4,17.0565,500,0.0236955
"Phyllostomus_discolor",Inf,508.474,0,0.00213675,0.00073875,1.96349,17,3,22.2183,7.6986,100,0.0105002
"Phyllostomus_hastatus",1.07878,1712.25,550.455,0.00213375,0.00074,1.47444,17,4,17.3081,6.00465,100,0.00928619
"Artibeus_jamaicensis",0.635699,3069.84,1680.61,0.0021335,0.0007425,0.581074,25,15,40.4247,14.0938,250,0.0190481
"Sturnira_hondurensis",0.568715,4407.78,2701.96,0.00213125,0.000743,1.35905,35,9,41.0549,14.3474,250,0.0201251
"Molossus_molossus",0.44723,7777.33,6111.77,0.00212475,0.00074675,0.614872,58,33,100.154,35.0381,1000,0.0474196
"Miniopterus_natalensis",0.248706,8289.6,11651.6,0.00212975,0.0007445,0.647353,63,34,98.0178,34.244,2500,0.0463988
"Eptesicus_fuscus",0.156001,6738.8,15196.2,0.002127,0.00074825,0.351402,14,14,22.1427,7.781,1000,0.0105823
"Pipistrellus_kuhlii",0.196875,1930.22,3449.95,0.002125,0.00074775,0.736047,63,30,78.4881,27.51,100,0.0381086
"Myotis_brandtii",0.490569,24032.3,17167.3,0.0021295,0.00074625,NA,NA,NA,NA,NA,5000,0.00352876
"Myotis_lucifugus",0.360568,6498.02,6318.89,0.00212975,0.00074675,0.818358,7,3,9.48769,3.32757,1000,0.00485649
"Myotis_davidii",0.179017,3575.84,7045.68,0.002127,0.00075025,0.546863,14,9,19.3007,6.78524,500,0.00980151
"Myotis_myotis",0.953313,3055.64,1124.39,0.00212875,0.00074675,0.560976,8,5,10.7767,3.77843,250,0.0061503
"Hipposideros_armiger",0.396059,38880.6,34660,0.00212425,0.00075,1.37386,39,10,67.4484,23.7602,5000,0.0332282
"Rhinolophus_ferrumequinum",0.302325,34705.7,40452.7,0.0021255,0.000749,0.822072,21,9,24.0025,8.45647,5000,0.0122756
"Rhinolophus_sinicus",0.37132,35546,33679.4,0.0021275,0.0007485,0.899447,23,9,27.9998,9.85474,5000,0.0132901
"Rousettus_aegyptiacus",0.302896,5205.81,6058.79,0.0021275,0.00075,0.786658,49,22,45.6131,16.1102,500,0.0218276
"Pteropus_alecto",0.2725,15602.2,20230.9,0.002124,0.0007505,0.301841,6,7,3.6395,1.28164,2500,0.00268413
"Pteropus_giganteus",0.375224,22194.3,20841.1,0.00212575,0.000749,0,0,5,2.59142,0.912774,2500,0.00140844
"Pteropus_vampyrus",0.318683,19721,21865.9,0.002124,0.0007505,0.0587081,1,6,2.2469,0.791469,2500,0.0014088
