"species","pN_pS","Pin","Pis","Nw_sum","Sw_sum","dN_dS","dN","dS","Nw_sum.1","Sw_sum.1","taille_pop","branch_length"
"Canis_lupus",0.294425,6143.57,7171.27,0.002127,0.000731,0.541319,149,95,216.031,74.5602,1000,0.101852
"Pteronotus_parnellii",0.596804,3293.82,1889.89,0.002126,0.000728,0.618937,56,31,79.7411,27.3213,500,0.0379412
"Desmodus_rotundus",0.652927,9177.81,4832.81,0.0021305,0.0007325,0.655646,42,22,47.7025,16.3827,500,0.0236955
"Phyllostomus_discolor",Inf,504.965,0,0.002131,0.00072875,0.751053,22,10,21.8457,7.45786,100,0.0105002
"Phyllostomus_hastatus",1.49595,1057.78,243.43,0.00212625,0.000732,0.722741,19,9,17.9524,6.146,100,0.00928619
"Artibeus_jamaicensis",1.60821,3437.81,723.573,0.0021345,0.0007225,0.91234,35,13,39.3086,13.3205,250,0.0190481
"Sturnira_hondurensis",0.136435,3247.76,8100.49,0.00213125,0.00072525,0.863153,28,11,40.852,13.8527,250,0.0201251
"Molossus_molossus",2.42634,4584.11,668.316,0.00211175,0.000747,0.795648,64,28,99.6655,34.6932,1000,0.0474196
"Miniopterus_natalensis",0.264209,8946.37,11733.7,0.0021225,0.0007355,0.700099,67,33,96.4872,33.2712,2500,0.0463988
"Eptesicus_fuscus",0.2015,4487.04,7768.52,0.00211975,0.0007395,0.447493,18,14,15.2266,5.29961,1000,0.0105823
"Pipistrellus_kuhlii",0.971219,1668.89,594.611,0.0021255,0.0007355,0.648008,75,40,80.6155,27.8611,100,0.0381086
"Myotis_brandtii",0.226122,19525.7,29846.4,0.00212575,0.00073475,NA,NA,NA,NA,NA,5000,0.00352876
"Myotis_lucifugus",0.362207,11573.2,11051.6,0.002125,0.000735,0.138337,4,10,8.38162,2.89871,1000,0.00485649
"Myotis_davidii",0.461021,7755.72,5803.32,0.00212775,0.000734,0.543462,11,7,18.5096,6.40136,500,0.00980151
"Myotis_myotis",0.192259,5561.73,10060.7,0.00212275,0.00073825,1.39091,12,3,10.7201,3.72768,250,0.0061503
"Hipposideros_armiger",0.276581,18877.4,23647.6,0.002125,0.00073625,0.767074,31,14,68.4863,23.7251,5000,0.0332282
"Rhinolophus_ferrumequinum",0.241455,31631.3,45542.1,0.00212575,0.000739,0.694695,12,6,25.979,9.02375,5000,0.0122756
"Rhinolophus_sinicus",0.267011,38323.6,50038.1,0.00212475,0.00074075,0.347211,8,8,27.169,9.43338,5000,0.0132901
"Rousettus_aegyptiacus",0.404485,4485.88,3847.25,0.00212525,0.00073725,0.674073,41,21,41.155,14.209,500,0.0218276
"Pteropus_alecto",0.288005,19221.7,22967.4,0.00213075,0.00073325,NA,NA,NA,NA,NA,2500,0.00268413
"Pteropus_giganteus",0.254045,10922.5,14763.4,0.00213175,0.000732,Inf,3,0,2.2914,0.787129,2500,0.00140844
"Pteropus_vampyrus",0.404857,11677.6,9904.36,0.00213175,0.000732,Inf,3,0,1.48152,0.508782,2500,0.0014088
