"species","pN_pS","Pin","Pis","Nw_sum","Sw_sum","dN_dS","dN","dS","Nw_sum.1","Sw_sum.1","taille_pop","branch_length"
"Canis_lupus",0.202199,0.00242507,0.00404414,2136,720.25,0.164002,38,78,212725000,71610600,1000,0.101852
"Pteronotus_parnellii",0.0835158,0.00086171,0.00348437,2137.25,721.75,0.261472,31,40,80814300,27265400,500,0.0379412
"Desmodus_rotundus",0.111975,0.0011429,0.00348643,2131.25,728,0.195132,12,21,49870400,17029800,500,0.0236955
"Phyllostomus_discolor",Inf,0.000235329,0,2125.75,733.75,1.03255,15,5,22278400,7667870,100,0.0105002
"Phyllostomus_hastatus",0.0876828,0.000171527,0.00067422,2127.5,733.25,0.630382,11,6,19474200,6696080,100,0.00928619
"Artibeus_jamaicensis",0.16258,0.0003201,0.000672455,2131.5,728,0.454628,20,15,39136500,13344400,250,0.0190481
"Sturnira_hondurensis",0.461563,0.000311181,0.000230133,2132,727.75,0.419882,16,13,42867200,14624300,250,0.0201251
"Molossus_molossus",0.260473,0.00288954,0.00372115,2139,717.5,0.320933,21,22,99176000,33344500,1000,0.0474196
"Miniopterus_natalensis",0.0894987,0.00253154,0.00951793,2136.75,719,0.206821,19,31,97923600,33043800,2500,0.0463988
"Eptesicus_fuscus",0.109084,0.00102704,0.00318799,2136,723.25,0.395538,7,6,22291400,7557520,1000,0.0105823
"Pipistrellus_kuhlii",Inf,0.000104771,0,2131,727.75,0.655331,54,28,81256200,27611000,100,0.0381086
"Myotis_brandtii",0.0721862,0.00255381,0.0119819,2134.75,723,NA,NA,NA,NA,NA,5000,0.00352876
"Myotis_lucifugus",0.169812,0.00167389,0.00333695,2135,722.75,0.112899,2,6,8837770,2993320,1000,0.00485649
"Myotis_davidii",0.23323,0.00228866,0.00333578,2132,724.75,0.237285,7,10,17587000,5961590,500,0.00980151
"Myotis_myotis",0.20714,0.000475455,0.000775859,2135.25,721.75,0.295975,7,8,12835100,4341570,250,0.0061503
"Hipposideros_armiger",0.11133,0.00550755,0.016629,2138.25,718.75,0.843424,25,10,70493500,23782400,5000,0.0332282
"Rhinolophus_ferrumequinum",0.110433,0.0053518,0.0162881,2138.5,718.75,0.471086,7,5,26022100,8756170,5000,0.0122756
"Rhinolophus_sinicus",0.122772,0.00466506,0.012774,2138.75,719,0.588752,7,4,27774500,9344150,5000,0.0132901
"Rousettus_aegyptiacus",0.176175,0.000612866,0.00118501,2131.25,726,0.264704,14,18,45510200,15488700,500,0.0218276
"Pteropus_alecto",0.111918,0.00304222,0.00923724,2132,724.5,Inf,1,0,221780,75348,2500,0.00268413
"Pteropus_giganteus",0.0905324,0.00295955,0.0111038,2132.25,724.25,0,0,1,1366770,464244,2500,0.00140844
"Pteropus_vampyrus",0.0987266,0.00274354,0.00943793,2132.5,724.25,0,0,1,1275090,433102,2500,0.0014088
