"species","pN_pS","Pin","Pis","Nw_sum","Sw_sum","dN_dS","dN","dS","Nw_sum.1","Sw_sum.1","taille_pop","branch_length"
"Canis_lupus",0.132113,0.00187184,0.00504581,2113,752.5,0.225389,54,85,212473000,75381000,1000,0.101852
"Pteronotus_parnellii",0.0839644,0.000701083,0.00297133,2112.5,751.75,0.214136,18,30,78021700,27845400,500,0.0379412
"Desmodus_rotundus",0.108149,0.00101558,0.00336409,2111,756.25,0.455979,14,11,48090100,17229200,500,0.0236955
"Phyllostomus_discolor",5.98248,0.000446984,2.65869e-05,2114,752.25,0.88905,15,6,19576900,6961950,100,0.0105002
"Phyllostomus_hastatus",0.0593708,0.000132569,0.000796689,2113.25,754,0.615424,19,11,16699900,5950150,100,0.00928619
"Artibeus_jamaicensis",0.222213,0.000586941,0.000935984,2116.5,750,0.375857,19,18,40092000,14275800,250,0.0190481
"Sturnira_hondurensis",0.0784944,0.000544495,0.00247969,2112.75,755.25,1.12593,22,7,40948300,14669700,250,0.0201251
"Molossus_molossus",0.429601,0.0021332,0.00178941,2105.5,758.75,0.258052,28,39,98919000,35554400,1000,0.0474196
"Miniopterus_natalensis",0.204904,0.00311233,0.00542601,2110,753.75,0.222312,23,37,97288300,34793400,2500,0.0463988
"Eptesicus_fuscus",0.115944,0.00141672,0.00436247,2110.5,753.5,0.178284,4,8,21863800,7795910,1000,0.0105823
"Pipistrellus_kuhlii",0.0251721,4.5684e-05,0.000649473,2109.75,755,0.431634,46,38,79739100,28432400,100,0.0381086
"Myotis_brandtii",0.0773284,0.00250073,0.011504,2113.25,751.75,NA,NA,NA,NA,NA,5000,0.00352876
"Myotis_lucifugus",0.128098,0.00147616,0.00409844,2113,751.5,0.0508059,1,7,7785730,2768930,1000,0.00485649
"Myotis_davidii",0.163719,0.000743349,0.00161497,2113.5,751.75,0.622346,7,4,18951200,6739540,500,0.00980151
"Myotis_myotis",0.324799,0.000591672,0.000647068,2114.25,751,0.444069,5,4,9529300,3385330,250,0.0061503
"Hipposideros_armiger",0.0835852,0.00382235,0.0163767,2108.25,755,0.430794,18,15,67103100,24089700,5000,0.0332282
"Rhinolophus_ferrumequinum",0.111874,0.00500888,0.0160239,2110.25,755.25,0.208777,7,12,23433100,8386800,5000,0.0122756
"Rhinolophus_sinicus",0.0808526,0.00385889,0.0170794,2110.5,755.25,0.260353,8,11,28010300,10027300,5000,0.0132901
"Rousettus_aegyptiacus",0.121352,0.000714602,0.00209598,2112.75,752,0.647362,20,11,45626200,16245100,500,0.0218276
"Pteropus_alecto",0.108021,0.00254363,0.0083454,2115.5,749.75,1.06347,3,1,5481460,1943120,2500,0.00268413
"Pteropus_giganteus",0.0954776,0.00231649,0.00859482,2115.75,749.5,0.53154,3,2,2762860,979046,2500,0.00140844
"Pteropus_vampyrus",0.10414,0.00298631,0.0101652,2115.75,750,Inf,2,0,2433190,862500,2500,0.0014088
