"species","pN_pS","Pin","Pis","Nw_sum","Sw_sum","dN_dS","dN","dS","Nw_sum.1","Sw_sum.1","taille_pop","branch_length"
"Canis_lupus",0.0638205,0.000870323,0.00467927,2126.75,729.75,0.183912,46,86,211941000,72872700,1000,0.101852
"Pteronotus_parnellii",0.129805,0.000653867,0.00172845,2126.75,729.75,0.294076,24,28,77328900,26530700,500,0.0379412
"Desmodus_rotundus",0.167705,0.000715813,0.00146545,2124.75,729.5,0.530629,17,11,47552400,16327000,500,0.0236955
"Phyllostomus_discolor",1.30633,0.00045444,0.000119392,2127.75,730.25,0.245375,5,7,21974900,7548930,100,0.0105002
"Phyllostomus_hastatus",0.428352,0.000774515,0.0006207,2127.25,730.25,0.419759,11,9,17010700,5842140,100,0.00928619
"Artibeus_jamaicensis",0.535437,0.000491578,0.000317056,2123.25,733.25,0.313176,20,22,39377200,13565200,250,0.0190481
"Sturnira_hondurensis",0.163777,0.000545973,0.00115109,2125,733.75,0.363991,19,18,42706100,14726500,250,0.0201251
"Molossus_molossus",0.0974594,0.00126105,0.0044635,2122,732,0.238076,22,32,97763600,33854800,1000,0.0474196
"Miniopterus_natalensis",0.0599812,0.0027731,0.0159771,2123.25,733.75,0.140411,17,42,96754100,33563800,2500,0.0463988
"Eptesicus_fuscus",0.370615,0.00160698,0.00150835,2115.75,736,0.158139,5,11,21101600,7341350,1000,0.0105823
"Pipistrellus_kuhlii",0.414209,0.000138956,0.000117088,2113.75,737.75,0.557709,56,35,80275400,27981400,100,0.0381086
"Myotis_brandtii",0.202013,0.00347717,0.00598081,2116.75,735.5,NA,NA,NA,NA,NA,5000,0.00352876
"Myotis_lucifugus",0.249631,0.0020348,0.00282805,2117.75,734.75,0.26036,3,4,8896760,3088480,1000,0.00485649
"Myotis_davidii",0.100949,0.000884158,0.0030443,2116.75,735.75,1.5647,9,2,20535800,7140510,500,0.00980151
"Myotis_myotis",0.221879,0.000837616,0.00131141,2117.25,735.5,0.695534,12,6,12962700,4508010,250,0.0061503
"Hipposideros_armiger",0.0861585,0.0042154,0.0168655,2123.5,732,0.493956,20,14,66195000,22888200,5000,0.0332282
"Rhinolophus_ferrumequinum",0.112575,0.00544548,0.01674,2120.25,733.75,0.553838,16,10,25505400,8828670,5000,0.0122756
"Rhinolophus_sinicus",0.119089,0.00492938,0.0143443,2119.5,734.5,0.346615,13,13,27691500,9598300,5000,0.0132901
"Rousettus_aegyptiacus",0.401187,0.000871659,0.000751133,2120.25,733,0.483224,21,15,45618600,15745700,500,0.0218276
"Pteropus_alecto",0.0854169,0.0031027,0.0124857,2124.5,730.25,Inf,1,0,537309,184943,2500,0.00268413
"Pteropus_giganteus",0.146267,0.00304574,0.00715589,2124.25,730,0.343751,1,1,2092490,719296,2500,0.00140844
"Pteropus_vampyrus",0.150285,0.00338053,0.00773451,2124.5,730.5,Inf,2,0,992164,341004,2500,0.0014088
