"species","pN_pS","Pin","Pis","Nw_sum","Sw_sum","dN_dS","dN","dS","Nw_sum.1","Sw_sum.1","taille_pop","branch_length"
"Canis_lupus",0.170603,0.00150457,0.00308264,2123.5,742.25,0.321941,61,66,216479000,75406300,1000,0.101852
"Pteronotus_parnellii",0.29705,0.00097488,0.00113628,2132.25,738.25,0.235432,21,31,80269400,27897000,500,0.0379412
"Desmodus_rotundus",0.120035,0.000803972,0.00233688,2130.25,743.25,0.398031,16,14,50280000,17511400,500,0.0236955
"Phyllostomus_discolor",Inf,2.32074e-05,0,2128.5,739,0.606717,14,8,21244900,7365520,100,0.0105002
"Phyllostomus_hastatus",Inf,0.000345241,0,2129.75,739.75,0.78048,9,4,17571800,6095300,100,0.00928619
"Artibeus_jamaicensis",0.00947617,8.46135e-05,0.00309866,2129.5,739,0.477874,22,16,39990000,13898300,250,0.0190481
"Sturnira_hondurensis",0.135242,0.000623829,0.00161732,2125.5,745.25,0.504609,26,18,42759900,14938000,250,0.0201251
"Molossus_molossus",0.0696856,0.000842969,0.00421375,2127.25,741,0.257082,34,46,98739300,34343100,1000,0.0474196
"Miniopterus_natalensis",0.0843727,0.00279544,0.0114564,2129.25,736.25,0.373113,28,26,97160200,33662300,2500,0.0463988
"Eptesicus_fuscus",0.134473,0.00137436,0.00355917,2129.25,741.5,0.0869826,3,12,22023500,7662640,1000,0.0105823
"Pipistrellus_kuhlii",0.358485,0.000410005,0.000402548,2124.5,747.75,0.605581,57,33,80224500,28126700,100,0.0381086
"Myotis_brandtii",0.140183,0.00327145,0.00810768,2130,740,0.173819,1,2,6422740,2232790,5000,0.00352876
"Myotis_lucifugus",0.22742,0.00238566,0.00364611,2129.75,740.25,0.0868969,1,4,8552930,2972890,1000,0.00485649
"Myotis_davidii",0.301045,0.000753147,0.000870271,2128,740.25,0.645231,13,7,19465200,6762830,500,0.00980151
"Myotis_myotis",0.0440145,0.000237244,0.00187673,2127.5,740.75,0.626202,9,5,10162400,3535390,250,0.0061503
"Hipposideros_armiger",0.151439,0.00559172,0.0128137,2129.5,739,0.817855,26,11,70448400,24376300,5000,0.0332282
"Rhinolophus_ferrumequinum",0.10941,0.00507055,0.0160411,2130,737.25,0.403902,7,6,24352700,8430940,5000,0.0122756
"Rhinolophus_sinicus",0.0667154,0.00363778,0.018755,2133.25,733.75,0.377182,12,11,27037600,9348230,5000,0.0132901
"Rousettus_aegyptiacus",1.33548,0.00229507,0.000595039,2129.25,737.25,0.308664,16,18,46284800,16072200,500,0.0218276
"Pteropus_alecto",0.127633,0.00319046,0.0086782,2126.5,738.25,0,0,2,1465160,508654,2500,0.00268413
"Pteropus_giganteus",0.142443,0.00391281,0.00953644,2126.5,738.25,NA,NA,NA,NA,NA,2500,0.00140844
"Pteropus_vampyrus",0.173936,0.00435051,0.00868335,2126.5,738.25,0,0,1,1471540,510869,2500,0.0014088
