"species","pN_pS","Pin","Pis","Nw_sum","Sw_sum","dN_dS","dN","dS","Nw_sum.1","Sw_sum.1","taille_pop","branch_length"
"Canis_lupus",0.189204,0.00194069,0.00359876,2121.25,744.25,0.281308,57,71,215576000,75537900,1000,0.101852
"Pteronotus_parnellii",0.206468,0.00133684,0.00226131,2126,742.5,0.606047,26,15,74926900,26197600,500,0.0379412
"Desmodus_rotundus",0.0564024,0.000505744,0.0031172,2125.75,739,0.380675,23,21,49154500,17084800,500,0.0236955
"Phyllostomus_discolor",0.382219,0.000292089,0.000268994,2120.75,746.5,0.507597,13,9,22182600,7795250,100,0.0105002
"Phyllostomus_hastatus",1.66385,6.35226e-05,1.34093e-05,2123.25,745.75,0.585545,10,6,19397800,6814970,100,0.00928619
"Artibeus_jamaicensis",0.229446,0.000450199,0.000685736,2125.25,742.75,0.23312,10,15,40266200,14080300,250,0.0190481
"Sturnira_hondurensis",0.131734,0.000250974,0.000669003,2123,745.5,0.846573,29,12,42476600,14879800,250,0.0201251
"Molossus_molossus",0.261181,0.00183545,0.00245222,2124.25,741.25,0.274813,30,38,100162000,34865900,1000,0.0474196
"Miniopterus_natalensis",0.0898771,0.00176239,0.00680436,2127.5,738.25,0.417462,24,20,98641500,34315900,2500,0.0463988
"Eptesicus_fuscus",0.428252,0.00198918,0.00162183,2126.5,742.5,0.224172,9,14,20159000,7029680,1000,0.0105823
"Pipistrellus_kuhlii",0.01886,4.56754e-05,0.000844262,2127.75,741.75,0.532695,49,32,80945400,28159500,100,0.0381086
"Myotis_brandtii",0.10522,0.00276025,0.00915768,2126.25,742.25,Inf,1,0,7290910,2546890,5000,0.00352876
"Myotis_lucifugus",0.108132,0.00196292,0.00634349,2125.5,742.75,0.174632,2,4,10102600,3528480,1000,0.00485649
"Myotis_davidii",0.0986668,0.000771126,0.00273105,2126.25,743,0.0776375,2,9,19381800,6771410,500,0.00980151
"Myotis_myotis",0.205509,0.000601482,0.00102089,2127.25,742,0.435843,10,8,12417300,4329610,250,0.0061503
"Hipposideros_armiger",0.0898463,0.0044273,0.0171764,2127.25,741.5,0.34773,19,19,70576200,24541500,5000,0.0332282
"Rhinolophus_ferrumequinum",0.0658992,0.00421549,0.0222725,2127.5,740.75,0.753774,13,6,25167600,8755680,5000,0.0122756
"Rhinolophus_sinicus",0.143321,0.00567994,0.0137828,2128.5,740.25,0.213993,8,13,27987100,9732200,5000,0.0132901
"Rousettus_aegyptiacus",0.195556,0.00123057,0.00218979,2126.5,740,0.304039,14,16,46031100,15994500,500,0.0218276
"Pteropus_alecto",0.136104,0.00407404,0.0104056,2128,739.75,0.347213,3,3,5346340,1856320,2500,0.00268413
"Pteropus_giganteus",0.114952,0.0033247,0.0100463,2128.25,739.25,0.173658,1,2,2740060,951670,2500,0.00140844
"Pteropus_vampyrus",0.0960418,0.00352127,0.0127235,2129.5,739,0,0,1,2797830,971374,2500,0.0014088
