"species","pN_pS","Pin","Pis","Nw_sum","Sw_sum","dN_dS","dN","dS","Nw_sum.1","Sw_sum.1","taille_pop","branch_length"
"Canis_lupus",0.325,8453.95,9221.61,0.002117,0.0007505,0.641406,139,76,214.961,75.3861,1000,0.101852
"Pteronotus_parnellii",0.202063,2268.65,3919.5,0.00212475,0.00074175,0.922078,66,25,80.492,28.1136,500,0.0379412
"Desmodus_rotundus",2.69458,2773.55,363.822,0.0021155,0.00074775,0.553303,33,21,49.6914,17.4964,500,0.0236955
"Phyllostomus_discolor",0.121307,28.2686,81.1633,0.0021225,0.00073925,1.56698,27,6,21.1916,7.37928,100,0.0105002
"Phyllostomus_hastatus",0.541647,662.855,424.972,0.00212375,0.0007375,3.30066,19,2,19.4601,6.76117,100,0.00928619
"Artibeus_jamaicensis",0.0640753,1019.39,5574.79,0.0021225,0.00074375,0.549012,33,21,40.1118,14.0139,250,0.0190481
"Sturnira_hondurensis",0.227601,2764.27,4219.83,0.0021255,0.0007385,0.738655,36,17,41.4569,14.4605,250,0.0201251
"Molossus_molossus",0.369632,5215.63,4969.64,0.00212025,0.00074675,0.609714,59,34,98.9244,34.7582,1000,0.0474196
"Miniopterus_natalensis",0.144369,10957.7,26727.4,0.0021185,0.000746,0.629254,59,33,93.5915,32.94,2500,0.0463988
"Eptesicus_fuscus",0.471998,5342.41,4019.64,0.002114,0.00075075,0.709623,18,9,19.2899,6.84429,1000,0.0105823
"Pipistrellus_kuhlii",Inf,84.6312,0,0.0021055,0.00075975,0.745563,77,37,80.2509,28.7505,100,0.0381086
"Myotis_brandtii",0.333872,19338.4,20654.5,0.00211375,0.00075375,NA,NA,NA,NA,NA,5000,0.00352876
"Myotis_lucifugus",0.303759,12436.1,14640,0.00211275,0.0007555,0.416213,7,6,5.34069,1.90531,1000,0.00485649
"Myotis_davidii",0.272127,2932.97,3824.71,0.002117,0.00075125,0.887791,10,4,17.0419,6.05185,500,0.00980151
"Myotis_myotis",0.947705,4095.12,1537.7,0.002116,0.000753,0.815342,16,7,12.3405,4.402,250,0.0061503
"Hipposideros_armiger",0.350916,36087,36414.7,0.0021145,0.00074875,0.657195,43,23,68.721,24.157,5000,0.0332282
"Rhinolophus_ferrumequinum",0.359425,33534.5,32758.6,0.002119,0.000744,0.938222,16,6,25.2577,8.88651,5000,0.0122756
"Rhinolophus_sinicus",0.449042,39668.6,31023.9,0.00211925,0.00074425,0.702594,10,5,27.7373,9.74402,5000,0.0132901
"Rousettus_aegyptiacus",0.477242,5696.42,4189.59,0.0021225,0.000745,0.719844,39,19,44.9661,15.7693,500,0.0218276
"Pteropus_alecto",0.289423,15617.2,18940.6,0.002121,0.0007445,1.75411,5,1,2.55422,0.896077,2500,0.00268413
"Pteropus_giganteus",0.312614,16953,19065.1,0.00212125,0.00074575,1.05219,9,3,1.08434,0.380312,2500,0.00140844
"Pteropus_vampyrus",0.220254,21322.5,33953.9,0.002122,0.00074425,NA,NA,NA,NA,NA,2500,0.0014088
