"species","pN_pS","Pin","Pis","Nw_sum","Sw_sum","dN_dS","dN","dS","Nw_sum.1","Sw_sum.1","taille_pop","branch_length"
"Canis_lupus",0.201374,7541.68,13297.3,0.002106,0.00074775,0.638957,147,81,213.66,75.225,1000,0.101852
"Pteronotus_parnellii",0.833215,5316.98,2268.95,0.002103,0.00074775,0.565625,59,37,78.3045,27.7757,500,0.0379412
"Desmodus_rotundus",0.390012,6568.33,5911.03,0.0021105,0.00074075,0.487016,36,26,46.7274,16.4356,500,0.0236955
"Phyllostomus_discolor",0.363355,166.127,160.614,0.00211075,0.0007415,0.586852,20,12,20.66,7.27462,100,0.0105002
"Phyllostomus_hastatus",0.289365,1228.54,1498.22,0.00210975,0.0007445,1.58622,18,4,17.8022,6.27517,100,0.00928619
"Artibeus_jamaicensis",0.255552,4030.22,5587.11,0.00210925,0.00074725,0.741919,21,10,39.3643,13.9072,250,0.0190481
"Sturnira_hondurensis",0.306568,1912.73,2209.33,0.002106,0.00074575,1.23484,35,10,41.2917,14.5682,250,0.0201251
"Molossus_molossus",0.250966,5171.16,7310.92,0.00210675,0.0007475,0.886762,78,31,95.897,33.7971,1000,0.0474196
"Miniopterus_natalensis",0.185488,13282.2,25257,0.00211075,0.0007445,0.466455,57,43,96.872,34.088,2500,0.0463988
"Eptesicus_fuscus",0.237288,13471.2,20152.8,0.00210575,0.0007475,0.754249,17,8,19.6533,6.97574,1000,0.0105823
"Pipistrellus_kuhlii",0.348547,1689.95,1734.99,0.002105,0.00075325,1.08059,82,27,80.0934,28.4976,100,0.0381086
"Myotis_brandtii",0.167848,10017.3,21130.1,0.00210775,0.00074625,1.17728,10,3,6.53248,2.30717,5000,0.00352876
"Myotis_lucifugus",0.301325,6538.44,7665.86,0.0021095,0.00074525,1.27121,18,5,7.45634,2.63294,1000,0.00485649
"Myotis_davidii",0.0990636,2452.28,8766.84,0.00210575,0.00074575,0.486621,11,8,18.0173,6.37643,500,0.00980151
"Myotis_myotis",0.358367,2450.58,2417.01,0.00210775,0.000745,0.353151,8,8,10.304,3.63886,250,0.0061503
"Hipposideros_armiger",0.341687,28338.3,29441.1,0.00210925,0.00074875,1.21694,31,9,68.7735,24.2981,5000,0.0332282
"Rhinolophus_ferrumequinum",0.360756,31032.1,30413.9,0.0021085,0.0007455,1.23596,21,6,18.243,6.44216,5000,0.0122756
"Rhinolophus_sinicus",0.364972,29739.2,28770.3,0.00211,0.000745,0.422986,18,15,21.0744,7.42849,5000,0.0132901
"Rousettus_aegyptiacus",0.293191,7304.2,8800.9,0.002111,0.00074575,0.465645,37,28,44.8285,15.7966,500,0.0218276
"Pteropus_alecto",0.154194,16278.5,37456.8,0.00211175,0.00074925,0.565236,8,5,3.45672,1.22116,2500,0.00268413
"Pteropus_giganteus",0.209133,9683.77,16415.9,0.002112,0.00074875,0,0,1,0.777216,0.27554,2500,0.00140844
"Pteropus_vampyrus",0.256725,10081.2,13921.6,0.002112,0.00074875,0,0,1,0.350592,0.124293,2500,0.0014088
