"species","pN_pS","Pin","Pis","Nw_sum","Sw_sum","dN_dS","dN","dS","Nw_sum.1","Sw_sum.1","taille_pop","branch_length"
"Canis_lupus",0.187581,4161.61,7723.89,0.00212625,0.00074025,0.596149,136,79,216.792,75.0734,1000,0.101852
"Pteronotus_parnellii",0.237512,3494.9,5183.91,0.00211825,0.00074625,0.80631,74,32,77.7667,27.1153,500,0.0379412
"Desmodus_rotundus",0.140807,1799.17,4498.39,0.002119,0.000746,0.461166,25,19,49.4504,17.3317,500,0.0236955
"Phyllostomus_discolor",0.269424,2254,2878.61,0.00213175,0.0007335,1.17149,17,5,20.6275,7.10732,100,0.0105002
"Phyllostomus_hastatus",0,0,161.869,0.00212975,0.00073575,1.38106,12,3,18.4121,6.35706,100,0.00928619
"Artibeus_jamaicensis",0.455022,1859.37,1434.58,0.00211925,0.000744,0.851368,34,14,40.3191,14.1344,250,0.0190481
"Sturnira_hondurensis",3.08414,6695.89,760.733,0.00211975,0.00074275,0.762466,37,17,41.2237,14.4416,250,0.0201251
"Molossus_molossus",0.173023,3720.82,7572.58,0.0021185,0.000746,1.08021,65,21,94.6713,33.0395,1000,0.0474196
"Miniopterus_natalensis",0.404448,25039.3,21448.8,0.002128,0.00073725,0.93242,62,23,98.4445,34.0517,2500,0.0463988
"Eptesicus_fuscus",0.314187,8811.6,9734.65,0.00212475,0.0007375,1.03656,27,9,14.8943,5.14626,1000,0.0105823
"Pipistrellus_kuhlii",Inf,918.029,0,0.00212625,0.00073725,0.977922,82,29,81.0762,28.0402,100,0.0381086
"Myotis_brandtii",0.290505,15774.5,18761.4,0.002128,0.00073525,NA,NA,NA,NA,NA,5000,0.00352876
"Myotis_lucifugus",0.181586,6391.82,12145.3,0.00212875,0.0007345,0.345517,4,4,6.42009,2.21825,1000,0.00485649
"Myotis_davidii",0.503465,4633.18,3180.39,0.00212675,0.000735,0.906426,21,8,17.043,5.88503,500,0.00980151
"Myotis_myotis",0.352396,908.697,893.103,0.00212575,0.00073625,0.489251,17,12,12.7637,4.40799,250,0.0061503
"Hipposideros_armiger",0.235346,36393,53546.1,0.0021255,0.000736,0.611164,23,13,69.0831,23.8641,5000,0.0332282
"Rhinolophus_ferrumequinum",0.368137,40360.8,37635.6,0.002128,0.0007305,0.718663,23,11,25.5655,8.78706,5000,0.0122756
"Rhinolophus_sinicus",0.354531,35674.9,34752.3,0.00212675,0.0007345,0.742295,28,13,28.1576,9.70413,5000,0.0132901
"Rousettus_aegyptiacus",0.361239,4633.96,4486.83,0.00211925,0.00074125,0.643108,35,19,45.9228,16.0324,500,0.0218276
"Pteropus_alecto",0.167759,18485.1,38479.5,0.00211975,0.00074025,NA,NA,NA,NA,NA,2500,0.00268413
"Pteropus_giganteus",0.205338,22650,38520.7,0.00211975,0.00074025,NA,NA,NA,NA,NA,2500,0.00140844
"Pteropus_vampyrus",0.259601,14548.9,19571.1,0.00211975,0.00074025,0.23277,2,3,2.22372,0.776421,2500,0.0014088
