"species","pN_pS","Pin","Pis","Nw_sum","Sw_sum","dN_dS","dN","dS","Nw_sum.1","Sw_sum.1","taille_pop","branch_length"
"Canis_lupus",0.188623,5574.73,10235.5,0.00213025,0.00073775,0.638015,141,76,211.828,72.8465,1000,0.101852
"Pteronotus_parnellii",0.648998,7455.31,3974.65,0.0021315,0.0007375,0.68901,50,25,77.3995,26.6645,500,0.0379412
"Desmodus_rotundus",0.263548,1985.86,2585.26,0.00213425,0.00073225,0.79954,42,18,50.5501,17.3215,500,0.0236955
"Phyllostomus_discolor",0.935454,974.417,357.564,0.002131,0.0007315,0.647535,17,9,21.7616,7.46014,100,0.0105002
"Phyllostomus_hastatus",0.261979,1718.57,2249.19,0.00213275,0.00073125,1.09695,16,5,19.7745,6.77864,100,0.00928619
"Artibeus_jamaicensis",0.205252,3240.57,5450.98,0.00213175,0.000736,0.689595,26,13,39.6928,13.686,250,0.0190481
"Sturnira_hondurensis",0.119977,1289.8,3713.72,0.002132,0.0007365,1.03547,36,12,41.7826,14.4216,250,0.0201251
"Molossus_molossus",0.150151,8243.16,18718.3,0.0021425,0.0007305,1.14967,71,21,95.9199,32.617,1000,0.0474196
"Miniopterus_natalensis",0.256659,13037.9,17472.2,0.00213475,0.00073425,0.621067,49,27,98.3173,33.6462,2500,0.0463988
"Eptesicus_fuscus",0.197858,8357.59,14303.4,0.002144,0.000726,0.383865,17,15,20.639,6.99053,1000,0.0105823
"Pipistrellus_kuhlii",0.160021,847.644,1817.26,0.00214025,0.00073425,0.654982,79,41,79.6325,27.0693,100,0.0381086
"Myotis_brandtii",0.234795,17095.8,24726.5,0.00214225,0.0007275,0.679272,2,1,3.02665,1.02796,5000,0.00352876
"Myotis_lucifugus",0.208135,14582.3,23792.7,0.00214225,0.0007275,0.509411,3,2,4.59926,1.56194,1000,0.00485649
"Myotis_davidii",0.183504,3590.8,6691.88,0.002139,0.0007315,0.511604,15,10,18.4328,6.28688,500,0.00980151
"Myotis_myotis",0.289783,2277.61,2678.65,0.0021405,0.0007295,0.764449,18,8,12.467,4.23573,250,0.0061503
"Hipposideros_armiger",0.331638,40576.2,41809.5,0.002137,0.00073025,0.266558,18,23,69.5759,23.6977,5000,0.0332282
"Rhinolophus_ferrumequinum",0.282566,32887.6,39525.3,0.00214225,0.0007275,0.586936,19,11,23.4382,7.96441,5000,0.0122756
"Rhinolophus_sinicus",0.332093,43137.8,44041.9,0.002142,0.00072625,0.36838,13,12,26.7374,9.09185,5000,0.0132901
"Rousettus_aegyptiacus",0.36576,1975.21,1855.82,0.00213225,0.00073275,0.665231,31,16,40.9599,14.0634,500,0.0218276
"Pteropus_alecto",0.312499,26047.5,28581.8,0.00213325,0.0007315,0.27472,4,5,4.77918,1.64117,2500,0.00268413
"Pteropus_giganteus",0.285845,28075.4,33706.6,0.002133,0.000732,NA,NA,NA,NA,NA,2500,0.00140844
"Pteropus_vampyrus",0.320734,26323.9,28166,0.002133,0.000732,NA,NA,NA,NA,NA,2500,0.0014088
