"species","pN_pS","Pin","Pis","Nw_sum","Sw_sum","dN_dS","dN","dS","Nw_sum.1","Sw_sum.1","taille_pop","branch_length"
"Canis_lupus",0.304486,13089.1,14838,0.002133,0.00073625,0.646279,152,81,212.31,73.1193,1000,0.101852
"Pteronotus_parnellii",0.451795,12713.1,9743.36,0.00212775,0.00073675,0.679126,59,30,71.8352,24.806,500,0.0379412
"Desmodus_rotundus",0.179376,1503.01,2899.63,0.002129,0.00073675,0.980248,48,17,50.1956,17.4265,500,0.0236955
"Phyllostomus_discolor",0.32207,1161.58,1259.11,0.00212325,0.00074125,0.609962,21,12,21.4717,7.48395,100,0.0105002
"Phyllostomus_hastatus",Inf,703.565,0,0.002123,0.000743,0.957282,22,8,19.0171,6.61991,100,0.00928619
"Artibeus_jamaicensis",0.0786323,929.494,4071.33,0.00212675,0.0007325,0.444653,36,28,40.3992,13.9717,250,0.0190481
"Sturnira_hondurensis",1.48804,2163.19,506.115,0.0021255,0.00074,0.567299,36,22,42.3816,14.6929,250,0.0201251
"Molossus_molossus",0.181515,8858.17,17053.7,0.00212475,0.0007425,0.859871,72,29,99.7032,34.5309,1000,0.0474196
"Miniopterus_natalensis",0.263482,15998.5,20891.5,0.0021355,0.00073475,0.444067,57,44,93.8532,32.1718,2500,0.0463988
"Eptesicus_fuscus",0.225541,8181.7,12431.4,0.0021375,0.0007325,1.32257,31,8,18.7432,6.3972,1000,0.0105823
"Pipistrellus_kuhlii",0.0314411,69.4184,753.458,0.00213475,0.0007285,0.883574,70,27,81.3269,27.7168,100,0.0381086
"Myotis_brandtii",0.302213,16825.3,18902.4,0.00214125,0.000727,0.679668,2,1,6.36873,2.16431,5000,0.00352876
"Myotis_lucifugus",0.416647,6656.16,5424.03,0.00214125,0.000727,0.203737,3,5,9.87943,3.35468,1000,0.00485649
"Myotis_davidii",0.242082,2195.61,3094.93,0.00214,0.00073025,0.416469,11,9,18.7521,6.38973,500,0.00980151
"Myotis_myotis",1.03348,3717.59,1217.38,0.002143,0.00072525,0.610436,9,5,11.8581,4.02145,250,0.0061503
"Hipposideros_armiger",0.304514,32158.5,36593.2,0.002132,0.00073875,0.712119,35,17,68.6106,23.7315,5000,0.0332282
"Rhinolophus_ferrumequinum",0.304086,29346.9,33183,0.00213475,0.000734,0.562971,18,11,22.4419,7.72087,5000,0.0122756
"Rhinolophus_sinicus",0.341931,31836.9,32028.8,0.0021345,0.00073425,0.206364,6,10,12.8847,4.43155,5000,0.0132901
"Rousettus_aegyptiacus",0.459942,3270.64,2469.57,0.0021315,0.00074025,0.71132,47,23,45.5756,15.8645,500,0.0218276
"Pteropus_alecto",0.283877,17398.4,21225,0.00213175,0.00073825,0.578356,5,3,3.60516,1.25104,2500,0.00268413
"Pteropus_giganteus",0.46098,10207.9,7667,0.0021315,0.000738,Inf,4,0,2.00136,0.693337,2500,0.00140844
"Pteropus_vampyrus",0.280746,8466.87,10447.8,0.00213175,0.0007385,Inf,4,0,0.888891,0.307936,2500,0.0014088
