"species","pN_pS","Pin","Pis","Nw_sum","Sw_sum","dN_dS","dN","dS","Nw_sum.1","Sw_sum.1","taille_pop","branch_length"
"Canis_lupus",0.323804,4800.58,5226.5,0.0021225,0.00074825,1.09394,186,59,215.985,74.947,1000,0.101852
"Pteronotus_parnellii",0.11948,1747.32,5106.98,0.0021255,0.00074225,0.732473,59,28,79.8306,27.7503,500,0.0379412
"Desmodus_rotundus",0.172182,2883.79,5870.84,0.0021225,0.000744,0.960778,33,12,47.4262,16.5695,500,0.0236955
"Phyllostomus_discolor",0.39263,2049.78,1827.9,0.0021235,0.0007435,1.12373,16,5,20.7705,7.29387,100,0.0105002
"Phyllostomus_hastatus",0.179959,231.234,454.073,0.0021195,0.000749,0.380115,14,13,19.1398,6.75568,100,0.00928619
"Artibeus_jamaicensis",1.16721,1001.93,300.484,0.00212325,0.00074325,0.721248,33,16,40.3589,14.1133,250,0.0190481
"Sturnira_hondurensis",0.323904,1842.02,1986.62,0.0021255,0.0007425,0.719215,37,18,42.679,14.9329,250,0.0201251
"Molossus_molossus",0.372182,6997.89,6603.1,0.00211925,0.00074425,0.722984,83,40,98.7645,34.4121,1000,0.0474196
"Miniopterus_natalensis",0.377028,25804.1,23774.7,0.0021245,0.000738,0.635182,55,30,94.8847,32.8741,2500,0.0463988
"Eptesicus_fuscus",0.254119,10677.8,14683,0.00212125,0.00074125,0.395613,17,15,19.7614,6.89812,1000,0.0105823
"Pipistrellus_kuhlii",0.152808,789.883,1810.47,0.0021185,0.000742,0.916534,89,34,80.4879,28.1818,100,0.0381086
"Myotis_brandtii",0.317664,20685.7,22581.2,0.00212675,0.0007375,NA,NA,NA,NA,NA,5000,0.00352876
"Myotis_lucifugus",0.431176,12496.8,10032.2,0.00212775,0.0007365,Inf,4,0,7.55209,2.61886,1000,0.00485649
"Myotis_davidii",0.124392,4064.28,11356.1,0.0021255,0.00073875,0.399657,15,13,20.3037,7.0326,500,0.00980151
"Myotis_myotis",0.578903,3207.01,1924.56,0.00212575,0.0007385,0.635596,11,6,12.0456,4.17607,250,0.0061503
"Hipposideros_armiger",0.310107,40198.4,45718.5,0.002118,0.000747,0.643076,22,12,66.9901,23.498,5000,0.0332282
"Rhinolophus_ferrumequinum",0.349158,27734.2,27897.5,0.0021205,0.00074475,0.565651,21,13,24.9616,8.74067,5000,0.0122756
"Rhinolophus_sinicus",0.355395,47310.3,46854.4,0.0021195,0.000746,0.612817,14,8,27.3068,9.56233,5000,0.0132901
"Rousettus_aegyptiacus",0.255206,4258.54,5839.55,0.002121,0.00074225,0.862456,47,19,44.8,15.6196,500,0.0218276
"Pteropus_alecto",0.384764,20995,19006.5,0.00212375,0.00073975,0.348573,3,3,5.348,1.86416,2500,0.00268413
"Pteropus_giganteus",0.389079,24749.9,22142.4,0.00212375,0.00073925,NA,NA,NA,NA,NA,2500,0.00140844
"Pteropus_vampyrus",0.40067,23990.5,20801.6,0.002125,0.00073825,Inf,1,0,0.471473,0.164114,2500,0.0014088
