"species","pN_pS","Pin","Pis","Nw_sum","Sw_sum","dN_dS","dN","dS","Nw_sum.1","Sw_sum.1","taille_pop","branch_length"
"Canis_lupus",0.330549,8201.05,8672.83,0.0021255,0.000743,0.539724,137,89,214.806,75.316,1000,0.101852
"Pteronotus_parnellii",0.290274,3569.34,4340.95,0.0021245,0.00075,0.873854,57,23,79.7302,28.1135,500,0.0379412
"Desmodus_rotundus",0.303577,3124.96,3641.04,0.00211825,0.00074925,0.781134,31,14,49.978,17.6307,500,0.0236955
"Phyllostomus_discolor",0.339407,793.845,826.831,0.00211875,0.000749,0.565335,16,10,22.1773,7.83602,100,0.0105002
"Phyllostomus_hastatus",0.0360523,230.029,2267.42,0.0021175,0.0007525,0.663272,15,8,18.474,6.53507,100,0.00928619
"Artibeus_jamaicensis",0.483104,2151.45,1580.47,0.00211825,0.00075175,0.802438,34,15,39.912,14.1295,250,0.0190481
"Sturnira_hondurensis",0.401385,2788.04,2442.69,0.00212275,0.0007465,1.16174,33,10,40.9643,14.4212,250,0.0201251
"Molossus_molossus",0.274724,8518.05,10983.3,0.00211725,0.00075,0.696013,75,38,98.0928,34.5921,1000,0.0474196
"Miniopterus_natalensis",0.28016,23786.4,29822.1,0.002121,0.000745,0.876455,60,24,95.1012,33.3408,2500,0.0463988
"Eptesicus_fuscus",0.397651,5867.16,5229.7,0.0021195,0.00075125,1.76681,30,6,21.9766,7.76567,1000,0.0105823
"Pipistrellus_kuhlii",0.162183,1550.46,3351.59,0.002125,0.000745,0.919231,73,28,79.3104,27.9634,100,0.0381086
"Myotis_brandtii",0.254674,12096.4,16699.7,0.0021225,0.00074625,NA,NA,NA,NA,NA,5000,0.00352876
"Myotis_lucifugus",0.183013,5916.26,11371,0.00212225,0.0007465,0.263694,3,4,7.09339,2.49398,1000,0.00485649
"Myotis_davidii",0.279729,5385.48,6775.11,0.002122,0.00074675,0.809735,23,10,19.9301,7.01656,500,0.00980151
"Myotis_myotis",0.108234,506.027,1645.64,0.00212225,0.000747,1.22986,7,2,13.0157,4.57357,250,0.0061503
"Hipposideros_armiger",0.332606,40695.8,43379.6,0.002114,0.0007495,0.583467,33,20,70.0615,24.7749,5000,0.0332282
"Rhinolophus_ferrumequinum",0.307543,40891.4,47217,0.0021155,0.00075125,0.759765,15,7,23.6419,8.38241,5000,0.0122756
"Rhinolophus_sinicus",0.418398,40391.8,34343.8,0.00211525,0.0007525,1.06588,21,7,18.7362,6.65685,5000,0.0132901
"Rousettus_aegyptiacus",0.36285,3422.68,3343.45,0.00211525,0.00074975,0.618148,28,16,45.2412,15.9804,500,0.0218276
"Pteropus_alecto",0.269874,14860.1,19497.9,0.0021145,0.00074875,NA,NA,NA,NA,NA,2500,0.00268413
"Pteropus_giganteus",0.162704,9799.36,21326.9,0.0021145,0.00074875,NA,NA,NA,NA,NA,2500,0.00140844
"Pteropus_vampyrus",0.203181,11437.9,19933.9,0.0021145,0.00074875,NA,NA,NA,NA,NA,2500,0.0014088
