"species","pN_pS","Pin","Pis","Nw_sum","Sw_sum","dN_dS","dN","dS","Nw_sum.1","Sw_sum.1","taille_pop","branch_length"
"Canis_lupus",0.275049,0.00193325,0.00244478,2127.5,740,0.147437,33,78,214589000,74781700,1000,0.101852
"Pteronotus_parnellii",0.11982,0.000912143,0.00263686,2127,736.75,0.346129,33,33,79506000,27519300,500,0.0379412
"Desmodus_rotundus",0.0440689,0.000362122,0.00283707,2131,735.75,0.386644,19,17,50269000,17390300,500,0.0236955
"Phyllostomus_discolor",0.733736,0.000199873,9.39346e-05,2130,734.5,0.8197,19,8,21791900,7521190,100,0.0105002
"Phyllostomus_hastatus",0.370933,0.00025599,0.000239039,2128.5,737.25,0.54277,11,7,19386200,6695970,100,0.00928619
"Artibeus_jamaicensis",0.380308,0.00061706,0.000564075,2124.25,738.5,0.694332,20,10,36370100,12626500,250,0.0190481
"Sturnira_hondurensis",0.416442,0.000591754,0.00049362,2123.75,737.75,0.19417,14,25,42720000,14812400,250,0.0201251
"Molossus_molossus",0.0909366,0.00129246,0.00493549,2124.5,737.75,0.243372,28,40,100534000,34953100,1000,0.0474196
"Miniopterus_natalensis",0.0635191,0.0016481,0.00894677,2133.75,735.75,0.228279,27,41,98426200,34119000,2500,0.0463988
"Eptesicus_fuscus",0.101308,0.00175615,0.00600567,2128,737.25,0.346217,10,10,20760100,7187490,1000,0.0105823
"Pipistrellus_kuhlii",2.34781,0.00053532,7.92312e-05,2124.5,738.25,0.632049,51,28,79854300,27710000,100,0.0381086
"Myotis_brandtii",0.121666,0.00293249,0.00834763,2128,737,NA,NA,NA,NA,NA,5000,0.00352876
"Myotis_lucifugus",0.127099,0.00115829,0.00315877,2127.75,737.5,0.0692985,1,5,9847720,3412160,1000,0.00485649
"Myotis_davidii",0.0627864,0.000562777,0.0030968,2131,736.25,0.157075,5,11,20263400,7002320,500,0.00980151
"Myotis_myotis",0.279656,0.000634745,0.000787503,2128.5,738.5,0.461647,8,6,12434700,4305330,250,0.0061503
"Hipposideros_armiger",0.108167,0.0051566,0.0166901,2122.25,743,0.436324,15,12,64585700,22544200,5000,0.0332282
"Rhinolophus_ferrumequinum",0.153346,0.00520364,0.0118216,2122.75,739.5,0.261554,6,8,25720000,8969570,5000,0.0122756
"Rhinolophus_sinicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0132901
"Rousettus_aegyptiacus",0.184286,0.00131293,0.00246881,2128.25,737.5,0.206082,16,27,45086300,15679400,500,0.0218276
"Pteropus_alecto",0.128388,0.0040411,0.0109785,2123.75,740.75,0.17436,2,4,4831820,1684950,2500,0.00268413
"Pteropus_giganteus",0.110647,0.00288388,0.00906619,2124.5,739,Inf,2,0,2937700,1023910,2500,0.00140844
"Pteropus_vampyrus",0.0878631,0.00232052,0.00920345,2124.25,740.25,Inf,1,0,1408050,491117,2500,0.0014088
