"species","pN_pS","Pin","Pis","Nw_sum","Sw_sum","dN_dS","dN","dS","Nw_sum.1","Sw_sum.1","taille_pop","branch_length"
"Canis_lupus",0.206372,0.0021621,0.00356405,2139.25,727.75,0.167662,38,77,216587000,73582300,1000,0.101852
"Pteronotus_parnellii",0.166984,0.00144338,0.00294361,2137.75,728,0.267586,26,33,78820400,26769600,500,0.0379412
"Desmodus_rotundus",0.144797,0.000779139,0.00181834,2141.75,723.75,0.169124,8,16,50614000,17120100,500,0.0236955
"Phyllostomus_discolor",0.0113905,1.39087e-05,0.000416032,2135.25,727.5,0.596448,14,8,19233600,6555330,100,0.0105002
"Phyllostomus_hastatus",0.0849646,0.000169106,0.000683733,2133,732.75,0.495468,13,9,19149000,6568420,100,0.00928619
"Artibeus_jamaicensis",0.836214,0.00122672,0.000499399,2139.25,728.25,0.524061,17,11,40513500,13738100,250,0.0190481
"Sturnira_hondurensis",1.06612,0.00136452,0.000435607,2139,728,0.448356,25,19,42906200,14620300,250,0.0201251
"Molossus_molossus",0.231485,0.00140526,0.0020561,2144.25,726.25,0.265961,33,42,100561000,34039700,1000,0.0474196
"Miniopterus_natalensis",0.092176,0.00229584,0.0084381,2140.75,725.25,0.313097,24,26,97024400,32909500,2500,0.0463988
"Eptesicus_fuscus",0.251461,0.00183316,0.00247257,2140.5,726,0.367392,13,12,22423500,7604520,1000,0.0105823
"Pipistrellus_kuhlii",Inf,0.000140052,0,2143.5,723,0.620899,46,25,79565700,26849100,100,0.0381086
"Myotis_brandtii",0.106385,0.00251322,0.0080034,2140.75,725.25,0,0,1,2915700,987790,5000,0.00352876
"Myotis_lucifugus",0.183973,0.00170363,0.00312962,2142.25,724,0,0,6,6455730,2185410,1000,0.00485649
"Myotis_davidii",0.249428,0.00115468,0.00156726,2140,724.5,0.508224,9,6,18558000,6287730,500,0.00980151
"Myotis_myotis",0.125602,0.000479381,0.00129438,2139.25,725.5,0.435822,9,7,12199400,4135270,250,0.0061503
"Hipposideros_armiger",0.0700343,0.00443605,0.021501,2139.5,726.25,0.519621,23,15,68754000,23299600,5000,0.0332282
"Rhinolophus_ferrumequinum",0.0881601,0.00438847,0.0168621,2141,725.25,0.677118,8,4,26045500,8817940,5000,0.0122756
"Rhinolophus_sinicus",0.122062,0.00578968,0.0160784,2141.75,726,0.812744,12,5,26857500,9095120,5000,0.0132901
"Rousettus_aegyptiacus",0.0753638,0.000579555,0.00261066,2140.75,726.75,0.361848,16,15,44900400,15231700,500,0.0218276
"Pteropus_alecto",0.150263,0.00343372,0.00775053,2141.25,726.25,1.69802,5,1,2808590,953807,2500,0.00268413
"Pteropus_giganteus",0.152007,0.00429477,0.00959173,2140.75,726.75,0.452672,4,3,1958780,665014,2500,0.00140844
"Pteropus_vampyrus",0.153235,0.00365444,0.00810367,2140.25,727.25,0.22647,2,3,1986290,674753,2500,0.0014088
