"species","pN_pS","Pin","Pis","Nw_sum","Sw_sum","dN_dS","dN","dS","Nw_sum.1","Sw_sum.1","taille_pop","branch_length"
"Canis_lupus",0.157602,0.00148915,0.00322074,2135.75,728,0.253966,49,66,215057000,73566200,1000,0.101852
"Pteronotus_parnellii",0.0964526,0.000482884,0.00171027,2133.25,728.75,0.273235,28,35,80519100,27500800,500,0.0379412
"Desmodus_rotundus",0.116647,0.000900528,0.0026479,2132,731.25,0.318123,14,15,49208700,16772600,500,0.0236955
"Phyllostomus_discolor",0.0867026,0.000335816,0.00132129,2135.5,728.5,0.511299,9,6,21620700,7369750,100,0.0105002
"Phyllostomus_hastatus",0.360718,8.5517e-05,8.05404e-05,2137.75,726.25,0.679761,10,5,18610000,6325190,100,0.00928619
"Artibeus_jamaicensis",0.0627094,0.0003704,0.00200318,2137.75,725,0.219673,11,17,37662100,12786100,250,0.0190481
"Sturnira_hondurensis",0.0512265,0.000146566,0.000977521,2133,728.75,0.340419,26,26,41565200,14149600,250,0.0201251
"Molossus_molossus",0.142314,0.00188503,0.00451227,2137.75,728.25,0.265656,21,27,100463000,34313900,1000,0.0474196
"Miniopterus_natalensis",0.0856044,0.00242077,0.00969799,2133,731.5,0.217304,19,30,98189200,33689800,2500,0.0463988
"Eptesicus_fuscus",0.121397,0.00153673,0.00433727,2132.75,730.75,0.342566,9,9,22328100,7648820,1000,0.0105823
"Pipistrellus_kuhlii",1.26074,0.000386385,0.000105409,2129,732.25,0.494331,49,34,79831400,27382600,100,0.0381086
"Myotis_brandtii",0.164397,0.00276625,0.00574888,2133.75,729,Inf,1,0,973104,332310,5000,0.00352876
"Myotis_lucifugus",0.0549083,0.000883274,0.00549152,2134,728.5,0.341647,2,2,9313850,3182050,1000,0.00485649
"Myotis_davidii",0.238422,0.000802681,0.00115379,2132.25,730.75,0.244426,5,7,17630300,6033020,500,0.00980151
"Myotis_myotis",0.107115,0.000405141,0.00129549,2132.75,730.5,0.569333,5,3,11422500,3901910,250,0.0061503
"Hipposideros_armiger",0.0980499,0.00512809,0.0178275,2135.75,728,0.73764,26,12,70280800,23927100,5000,0.0332282
"Rhinolophus_ferrumequinum",0.123632,0.00577558,0.0159077,2133.5,726.5,0.212902,5,8,24535800,8357930,5000,0.0122756
"Rhinolophus_sinicus",0.0885902,0.00407015,0.0156464,2134,726.75,0.340466,10,10,27775400,9456560,5000,0.0132901
"Rousettus_aegyptiacus",0.113958,0.00126777,0.00381444,2131.25,730.75,0.526373,20,13,38417500,13144300,500,0.0218276
"Pteropus_alecto",0.106373,0.00241586,0.00774682,2135,728.25,0,0,4,5464010,1864670,2500,0.00268413
"Pteropus_giganteus",0.149063,0.0034782,0.00796288,2134,728.25,Inf,1,0,2841820,970362,2500,0.00140844
"Pteropus_vampyrus",0.136369,0.00331667,0.0083047,2133.5,728.5,NA,NA,NA,NA,NA,2500,0.0014088
