"species","pN_pS","Pin","Pis","Nw_sum","Sw_sum","dN_dS","dN","dS","Nw_sum.1","Sw_sum.1","taille_pop","branch_length"
"Canis_lupus",0.105266,0.00149473,0.00490837,2134.25,737.75,0.338656,66,67,215047000,73930300,1000,0.101852
"Pteronotus_parnellii",0.4015,0.00118536,0.00101813,2133.5,735.75,0.260543,22,29,79381600,27263100,500,0.0379412
"Desmodus_rotundus",0.222771,0.00127769,0.00197404,2135.5,735,0.442177,18,14,47974500,16499200,500,0.0236955
"Phyllostomus_discolor",0.0125352,4.93635e-05,0.00135274,2136.75,734,0.429143,15,12,20493600,7035740,100,0.0105002
"Phyllostomus_hastatus",1.36508,0.0001083,2.71851e-05,2136.25,732,0.855463,15,6,19836300,6787670,100,0.00928619
"Artibeus_jamaicensis",0.227534,0.0004646,0.000696772,2140,730.25,0.39849,21,18,39530100,13502000,250,0.0190481
"Sturnira_hondurensis",0.331206,0.000364749,0.00037683,2139.25,732,0.361991,18,17,41900000,14324800,250,0.0201251
"Molossus_molossus",0.0742176,0.00110046,0.00507719,2137.75,732,0.307424,26,29,100295000,34390700,1000,0.0474196
"Miniopterus_natalensis",0.10873,0.00305149,0.0096553,2133.5,734,0.406109,26,22,96354800,33110500,2500,0.0463988
"Eptesicus_fuscus",0.130041,0.00184959,0.0048719,2137.75,732.25,0.0526503,2,13,20446000,6997180,1000,0.0105823
"Pipistrellus_kuhlii",0.586982,0.000689415,0.00040001,2139.75,728.75,0.529652,45,29,80867800,27602700,100,0.0381086
"Myotis_brandtii",0.183184,0.0028122,0.00526515,2136.5,732.75,NA,NA,NA,NA,NA,5000,0.00352876
"Myotis_lucifugus",0.0593007,0.00127024,0.00734227,2137,732.5,Inf,2,0,7642880,2621050,1000,0.00485649
"Myotis_davidii",0.144683,0.00132913,0.00313805,2139.25,730.75,0.513184,3,2,19369600,6626800,500,0.00980151
"Myotis_myotis",0.236706,0.000911419,0.00131284,2141.75,730.25,1.02387,9,3,12385100,4226910,250,0.0061503
"Hipposideros_armiger",0.110591,0.00489819,0.0151682,2135.25,731.25,0.344683,19,19,69566200,23978300,5000,0.0332282
"Rhinolophus_ferrumequinum",0.0925637,0.00524782,0.0195117,2132.75,734,0.344655,11,11,25763400,8879470,5000,0.0122756
"Rhinolophus_sinicus",0.0912838,0.00561119,0.0212467,2132.25,737,0.78887,16,7,28242800,9747440,5000,0.0132901
"Rousettus_aegyptiacus",0.386184,0.00136065,0.0012119,2131.75,733.25,0.292275,17,20,46447900,15971200,500,0.0218276
"Pteropus_alecto",0.156659,0.00346201,0.00760996,2131.5,734,0,0,1,569110,195978,2500,0.00268413
"Pteropus_giganteus",0.1186,0.00280873,0.00815431,2131.75,734,NA,NA,NA,NA,NA,2500,0.00140844
"Pteropus_vampyrus",0.123129,0.00276194,0.00772351,2131.75,734,NA,NA,NA,NA,NA,2500,0.0014088
