"species","pN_pS","Pin","Pis","Nw_sum","Sw_sum","dN_dS","dN","dS","Nw_sum.1","Sw_sum.1","taille_pop","branch_length"
"Canis_lupus",0.216598,0.00147794,0.0023878,2127.5,744.5,0.393489,55,49,216242000,75806600,1000,0.101852
"Pteronotus_parnellii",0.0561719,0.000427564,0.00271442,2115.75,754.5,0.300179,27,32,79029700,28116200,500,0.0379412
"Desmodus_rotundus",0.0835505,0.000673332,0.00285335,2119,750.25,0.333985,17,18,49709300,17578700,500,0.0236955
"Phyllostomus_discolor",0.128133,8.53525e-05,0.000235712,2119.5,750,1.06197,12,4,20463000,7243670,100,0.0105002
"Phyllostomus_hastatus",0.0620058,0.000179435,0.00102035,2120,747.5,0.309465,7,8,19542700,6911770,100,0.00928619
"Artibeus_jamaicensis",0.26487,0.000523352,0.000693953,2125.5,746.5,0.595283,22,13,39698700,13964400,250,0.0190481
"Sturnira_hondurensis",4.72435,0.00105132,7.83158e-05,2124,747.5,0.407477,22,19,42740200,15040800,250,0.0201251
"Molossus_molossus",0.207052,0.00166448,0.00284468,2123,751.25,0.258315,27,37,99933400,35375100,1000,0.0474196
"Miniopterus_natalensis",0.0890132,0.00229681,0.0090802,2127,748.5,0.184108,24,46,97480500,34398300,2500,0.0463988
"Eptesicus_fuscus",0.182995,0.00175796,0.00340522,2121.5,752,0.0834645,4,17,19679300,6980710,1000,0.0105823
"Pipistrellus_kuhlii",Inf,0.000467692,0,2120,752.25,0.44679,53,42,80640400,28551500,100,0.0381086
"Myotis_brandtii",0.16955,0.00289307,0.00602987,2123.75,750.5,NA,NA,NA,NA,NA,5000,0.00352876
"Myotis_lucifugus",0.101803,0.00105881,0.00367296,2123.75,750,0.176728,3,6,10120200,3577050,1000,0.00485649
"Myotis_davidii",0.0944546,0.000701846,0.00262109,2124.75,749.5,0.317948,9,10,19941500,7044830,500,0.00980151
"Myotis_myotis",0.150425,0.000627826,0.00148192,2120.75,753,0.177016,4,8,11180100,3958110,250,0.0061503
"Hipposideros_armiger",0.0709103,0.00410698,0.0202982,2125.75,745,0.374623,16,15,70386100,24720200,5000,0.0332282
"Rhinolophus_ferrumequinum",0.108816,0.0044553,0.0143487,2127.25,745.5,0.210256,6,10,22148000,7761230,5000,0.0122756
"Rhinolophus_sinicus",0.0681609,0.0047832,0.024504,2129.25,743.5,0.31141,8,9,28176600,9871260,5000,0.0132901
"Rousettus_aegyptiacus",0.168831,0.000700906,0.00145565,2124.75,745,0.29586,16,19,46279700,16259600,500,0.0218276
"Pteropus_alecto",0.156894,0.00359794,0.00803762,2127,745.5,0,0,4,5218430,1830680,2500,0.00268413
"Pteropus_giganteus",0.114307,0.00252023,0.00774261,2125.75,746.5,0,0,1,882498,309590,2500,0.00140844
"Pteropus_vampyrus",0.0577249,0.00183062,0.0111252,2126.5,746,0,0,1,435932,152930,2500,0.0014088
