"species","pN_pS","Pin","Pis","Nw_sum","Sw_sum","dN_dS","dN","dS","Nw_sum.1","Sw_sum.1","taille_pop","branch_length"
"Canis_lupus",0.226195,0.00247585,0.00381367,2126.75,741,0.258116,55,74,211309000,73384000,1000,0.101852
"Pteronotus_parnellii",0.255223,0.000858673,0.00117714,2125,743.5,0.304626,28,32,77306500,26913800,500,0.0379412
"Desmodus_rotundus",0.0749566,0.00052797,0.00246471,2125.5,743.75,0.386565,21,19,49773300,17408100,500,0.0236955
"Phyllostomus_discolor",0.348927,0.000388038,0.000389662,2125.5,744.75,1.33096,19,5,22163200,7762680,100,0.0105002
"Phyllostomus_hastatus",0.193057,0.000133924,0.00024426,2121.5,747,0.761825,13,6,18792800,6607760,100,0.00928619
"Artibeus_jamaicensis",0.277178,0.000596794,0.000752676,2124,742.5,0.800942,16,7,38079600,13343600,250,0.0190481
"Sturnira_hondurensis",0.25651,0.000570306,0.000780116,2123.25,745,0.679385,29,15,42022800,14767100,250,0.0201251
"Molossus_molossus",0.161064,0.0011621,0.0024942,2131.25,736.75,0.203455,17,29,100029000,34716900,1000,0.0474196
"Miniopterus_natalensis",0.0569717,0.0021915,0.0134099,2127,741.5,0.362447,27,26,95438600,33310300,2500,0.0463988
"Eptesicus_fuscus",0.0765655,0.00162143,0.0074096,2124.25,743.25,0.174803,4,8,18746100,6553740,1000,0.0105823
"Pipistrellus_kuhlii",3.42297,0.000639774,6.56769e-05,2123,746,0.595277,56,33,80487900,28234200,100,0.0381086
"Myotis_brandtii",0.122019,0.00339899,0.00970876,2127.5,741.5,NA,NA,NA,NA,NA,5000,0.00352876
"Myotis_lucifugus",0.168453,0.00208877,0.0043139,2127.75,740.25,0.174029,3,6,9748000,3392870,1000,0.00485649
"Myotis_davidii",0.702783,0.00136471,0.000676342,2127.5,741,0.785189,9,4,20020600,6986640,500,0.00980151
"Myotis_myotis",0.00884537,4.80585e-05,0.00189778,2125,742.25,0.349204,6,6,12447800,4346840,250,0.0061503
"Hipposideros_armiger",0.115746,0.00581241,0.0176231,2125,745.75,0.52434,24,16,70631900,24690100,5000,0.0332282
"Rhinolophus_ferrumequinum",0.0584691,0.0034675,0.0207441,2127,744,0.786339,9,4,23532800,8224350,5000,0.0122756
"Rhinolophus_sinicus",0.116339,0.00572048,0.0172235,2124.75,744.25,0.388726,10,9,26199600,9166020,5000,0.0132901
"Rousettus_aegyptiacus",0.125834,0.000628165,0.00172661,2133,737.75,0.384048,20,18,46373100,16028500,500,0.0218276
"Pteropus_alecto",0.159696,0.00296392,0.00642748,2131.75,738.25,0,0,2,5319770,1841310,2500,0.00268413
"Pteropus_giganteus",0.112658,0.00282286,0.00867059,2132,737.75,0.173066,1,2,2518050,871578,2500,0.00140844
"Pteropus_vampyrus",0.236082,0.00361488,0.00530335,2131.5,738.25,0,0,2,1573590,544653,2500,0.0014088
