"species","pN_pS","Pin","Pis","Nw_sum","Sw_sum","dN_dS","dN","dS","Nw_sum.1","Sw_sum.1","taille_pop","branch_length"
"Canis_lupus",0.251263,0.00214556,0.0029311,2124.5,729.25,0.258334,55,74,213328000,74147900,1000,0.101852
"Pteronotus_parnellii",0.510103,0.00130388,0.000889477,2122.25,738.5,0.349337,34,34,78747100,27509300,500,0.0379412
"Desmodus_rotundus",0.113239,0.000707003,0.00219295,2117.5,743.75,0.24905,17,24,50159900,17636200,500,0.0236955
"Phyllostomus_discolor",0.302778,0.000690773,0.000807981,2113.5,748.5,0.496393,14,10,21175300,7508060,100,0.0105002
"Phyllostomus_hastatus",NA,0,0,2114.75,751.5,1.51178,17,4,17026900,6056660,100,0.00928619
"Artibeus_jamaicensis",0.174974,0.000452328,0.000910129,2117.5,745.5,0.925845,21,8,40259900,14199800,250,0.0190481
"Sturnira_hondurensis",0.118537,0.000517018,0.00154955,2112.5,750.5,0.619195,21,12,41353800,14632100,250,0.0201251
"Molossus_molossus",0.196909,0.0015717,0.00280283,2118.75,744,0.284019,21,26,99710300,35062400,1000,0.0474196
"Miniopterus_natalensis",0.0754118,0.00201564,0.00945179,2115.25,748,0.28086,23,29,95412000,33788100,2500,0.0463988
"Eptesicus_fuscus",0.0893264,0.00123562,0.00490498,2108.75,747.75,0.253327,10,14,18530200,6571870,1000,0.0105823
"Pipistrellus_kuhlii",0.112212,9.19166e-05,0.000292353,2107,752,0.503768,58,41,80207500,28562800,100,0.0381086
"Myotis_brandtii",0.12026,0.00306606,0.00903899,2110.5,748.25,NA,NA,NA,NA,NA,5000,0.00352876
"Myotis_lucifugus",0.189113,0.00169989,0.00317639,2112.5,746.5,0.212332,3,5,9395780,3325040,1000,0.00485649
"Myotis_davidii",0.0807345,0.000616692,0.0027075,2111,748.25,0.607892,12,7,19613900,6955180,500,0.00980151
"Myotis_myotis",0.0787652,0.000421745,0.00189795,2110.25,748,1.06224,9,3,11921400,4221160,250,0.0061503
"Hipposideros_armiger",0.105492,0.00450573,0.0149105,2119.75,740,0.276672,15,19,68098700,23865200,5000,0.0332282
"Rhinolophus_ferrumequinum",0.063859,0.00345789,0.0189204,2119.25,740.5,0.559089,8,5,24493700,8558840,5000,0.0122756
"Rhinolophus_sinicus",0.0909863,0.00427888,0.0164544,2119.25,741.5,0.700097,8,4,27302500,9557190,5000,0.0132901
"Rousettus_aegyptiacus",0.0823231,0.000607118,0.00258737,2118.5,743.25,0.400015,16,14,45927400,16075200,500,0.0218276
"Pteropus_alecto",0.240418,0.00365399,0.00532316,2119.25,742.25,0,0,2,4211140,1474460,2500,0.00268413
"Pteropus_giganteus",0.132686,0.00412722,0.0108943,2119.25,742.25,0,0,2,726903,254592,2500,0.00140844
"Pteropus_vampyrus",0.0844966,0.00237242,0.00982716,2119.25,741.75,0.175115,1,2,2761380,967119,2500,0.0014088
