"species","pN_pS","Pin","Pis","Nw_sum","Sw_sum","dN_dS","dN","dS","Nw_sum.1","Sw_sum.1","taille_pop","branch_length"
"Canis_lupus",0.451635,7802.63,6045.73,0.0021175,0.000741,0.645129,141,76,214.939,74.7405,1000,0.101852
"Pteronotus_parnellii",0.736253,4658.55,2218.7,0.0021125,0.00074075,0.799432,55,24,73.8397,25.7585,500,0.0379412
"Desmodus_rotundus",0.181221,5483.43,10525.4,0.00211225,0.00073475,0.79616,39,17,49.1844,17.0692,500,0.0236955
"Phyllostomus_discolor",0.290884,890.033,1072.43,0.002112,0.00074025,0.500786,10,7,21.2698,7.45613,100,0.0105002
"Phyllostomus_hastatus",0.211786,1212.45,2006.52,0.00211275,0.0007405,0.85103,17,7,18.1534,6.36139,100,0.00928619
"Artibeus_jamaicensis",0.778575,2112.13,943.183,0.00211475,0.00073525,0.31622,20,22,39.6422,13.7892,250,0.0190481
"Sturnira_hondurensis",0.273942,8102.48,10337.9,0.00211075,0.00073775,0.846534,34,14,40.016,13.9485,250,0.0201251
"Molossus_molossus",0.660457,7703.9,4089.62,0.0021135,0.000741,0.878176,63,25,94.5884,32.9624,1000,0.0474196
"Miniopterus_natalensis",0.448117,29616.2,23092.6,0.002115,0.000739,0.947466,57,21,97.776,34.1303,2500,0.0463988
"Eptesicus_fuscus",0.441421,9117.63,7184.73,0.0021195,0.00073725,1.08913,25,8,22.2131,7.74175,1000,0.0105823
"Pipistrellus_kuhlii",0.13112,793.426,2130.99,0.0021155,0.000745,0.649818,69,37,80.4621,28.0373,100,0.0381086
"Myotis_brandtii",0.484709,24156.7,17383.2,0.002118,0.00073875,Inf,3,0,0.042365,0.014765,5000,0.00352876
"Myotis_lucifugus",0.271558,4003.71,5129.98,0.002121,0.000738,1.51053,13,3,9.53557,3.32394,1000,0.00485649
"Myotis_davidii",0.268262,3126.5,4075.34,0.00211625,0.00074,1.16078,10,3,16.7368,5.82832,500,0.00980151
"Myotis_myotis",0.435086,1594.91,1278.77,0.002117,0.0007385,1.16071,10,3,11.0355,3.84272,250,0.0061503
"Hipposideros_armiger",0.326204,41249.7,43882,0.00211875,0.00073525,0.780364,36,16,62.7502,21.7636,5000,0.0332282
"Rhinolophus_ferrumequinum",0.46431,34904.2,26131.8,0.002118,0.00073625,0.985789,17,6,20.4624,7.11938,5000,0.0122756
"Rhinolophus_sinicus",0.365938,24941.2,23759.2,0.0021185,0.0007385,0.870541,20,8,24.6123,8.57041,5000,0.0132901
"Rousettus_aegyptiacus",0.173781,3530.24,7128.63,0.00211375,0.00074175,0.662887,36,19,44.6759,15.6302,500,0.0218276
"Pteropus_alecto",0.238005,10611.6,15584.7,0.00211275,0.0007385,0.698758,8,4,5.15414,1.80075,2500,0.00268413
"Pteropus_giganteus",0.330222,8551.59,9046.77,0.00211325,0.00073825,0.698753,4,2,2.5295,0.883747,2500,0.00140844
"Pteropus_vampyrus",0.173622,13949,28066.6,0.00211325,0.00073825,1.39737,4,1,0.697373,0.243623,2500,0.0014088
